,en_a_01,en_a_11,en_a_12,a_01_det,a_11_det,a_12_det,multiple_det,a01_vel,a11_vel,a12_vel
189249,4.539203737304527,1.5095214894926672,3.2892747732028065,1.0,6.0,,True,[ 1.45312896 -1.28131794  1.74892555],[-1.31677685 -1.4148051   1.75400264],[-0.81500616  2.46365129  0.27979861]
189376,4.57402159814421,4.315189422716207,0.44878897913958404,1.0,,5.0,True,[ 1.23202847 -1.2997469   1.8986479 ],[-0.98645166  1.04404026  2.17921845],[-1.32119183  1.38336658 -1.77562638]
189455,4.544369019068648,3.1281196169478256,1.6655113639835268,1.0,,6.0,True,[ 1.32704259 -1.38343082  1.77120781],[-0.58580945  2.53731643  0.17593359],[-1.38920566 -1.19212262  1.86039009]
189468,3.789683880757849,5.38764152966715,0.16067458957500236,5.0,1.0,7.0,True,[-1.3351227   1.35826702 -1.78456104],[ 1.40243372 -1.38861628  1.70792989],[-1.39727348  1.20070659  1.84879163]
189673,3.75429911547925,0.20291297853179066,5.38078790598896,5.0,,1.0,True,[-1.14964903  1.27116852 -1.96838454],[-1.15835951  1.88856688  1.37971678],[ 1.18524414 -1.42854978  1.83481384]
189859,4.546112636792277,4.485346728853739,0.3065406343539854,1.0,7.0,,True,[ 1.2270285  -1.4637767   1.77872394],[-1.39822131  1.16153063  1.87294521],[-0.24880042  2.23415167 -1.32618425]
189869,3.765816242007688,2.077920044756535,3.4942637132357772,3.0,6.0,,True,[ 1.17291389 -1.33960386 -1.90835912],[-1.45679089 -1.21951024  1.78959635],[-0.09423866  2.33110326  1.17011823]
189884,6.6173551709017495,1.7511931119700463,0.9694517171282047,6.0,0.0,,True,[-1.36628037 -1.15615924  1.89965096],[1.31929224 1.40725108 1.7581844 ],[1.79644732 1.12925907 1.51975359]
189920,4.54610100166124,3.6620261023470424,1.1298728959917184,6.0,,2.0,True,[-1.29796475 -1.40132332  1.77867379],[0.70135964 0.7766999  2.39101065],[ 1.34089953  1.41258893 -1.73743517]
190004,4.545851415600324,4.492344294329481,0.2998042900701954,6.0,0.0,,True,[-1.31880707 -1.38310989  1.77759808],[1.24923954 1.2268059  1.9355743 ],[ 1.26631674  1.65068248 -1.5760042 ]
190034,3.7588523542428556,5.466391010880264,0.11275663487688092,3.0,7.0,,True,[ 1.2726954  -1.18775236 -1.94463126],[-1.17621506  1.31051597  1.92643869],[ 0.47958645 -1.92927769  1.69114885]
190072,4.561200705777932,1.740831408460662,3.0359678857614076,1.0,0.0,,True,[ 1.19496958 -1.40894198  1.8436459 ],[1.31470388 1.15559777 1.93603912],[-2.46023493  0.85191005  0.18328494]
190133,3.7667466508847913,3.5471172930177,2.0241360560975092,2.0,,1.0,True,[ 1.30061949  1.22356343 -1.90351819],[-2.34425212 -0.35630061  1.09070248],[ 1.32904405 -1.19746285  1.90048011]
190171,3.758082247330902,5.3000669957656,0.2798507569034987,5.0,1.0,,True,[-1.25768787  1.19712044 -1.94864668],[ 1.34759254 -1.39472343  1.74666565],[-1.25571604  1.68277626  1.55033586]
190224,6.595511539087346,1.7721891890985477,0.9702992718141064,0.0,6.0,,True,[1.20018296 1.4336331  1.82108676],[-1.30226966 -1.43504082  1.74838542],[-1.36913444 -1.79834699  1.30518926]
190286,4.587074707215866,1.6121438995763386,3.138781393207797,6.0,7.0,,True,[-1.23227784 -1.21389999  1.95449178],[-1.41132127  1.22423921  1.82250121],[2.50114697 0.59009371 0.45623813]
190324,4.582697713409894,3.7930558748865675,0.9622464117035392,7.0,,3.0,True,[-1.21520511  1.26020601  1.9357834 ],[ 0.62275399 -0.68915291  2.43912807],[ 1.41553485 -1.38191154 -1.7025515 ]
190332,3.7857095565217107,1.9682506175984755,3.584039825879814,5.0,6.0,,True,[-1.44816702  1.20683664 -1.80511983],[-1.21084062 -1.36376146  1.86711534],[ 2.38565919 -0.22969561  1.03342642]
190419,3.784722764718636,5.367167858339917,0.1861093769414479,5.0,,7.0,True,[-1.44609632  1.20165746 -1.81022783],[ 1.51391077 -1.2734342   1.70250977],[-1.44030567  1.27968172  1.76069142]
190424,4.54397957625949,3.270697591537187,1.5233228322033239,0.0,,1.0,True,[1.23396218 1.46908325 1.76952868],[-2.4505934  -0.83864232  0.32151367],[ 1.45963598 -1.3084253   1.72324869]
190510,4.560971157058057,3.811234739391921,0.9657941035500226,6.0,,2.0,True,[-1.20987063 -1.39746846  1.84265975],[0.64153903 0.8656414  2.37722372],[ 1.35478712  1.31728082 -1.80039527]
190563,3.63374349206894,2.7294925237592564,2.9747639841718034,,1.0,7.0,True,[ 9.40317966e-02 -2.41150385e-03 -2.60830447e+00],[ 1.40629215 -1.28070675  1.78724162],[-1.4509966   1.22943878  1.7875092 ]
190677,3.636609348141,3.1700358102469233,2.5313548416120772,,0.0,6.0,True,[-0.17539936 -0.24190176 -2.59283987],[1.37907528 1.39469774 1.72193774],[-1.33304332 -1.27081655  1.84935687]
190696,4.5206132329095325,4.467671985893747,0.34971478119672117,,1.0,3.0,True,[-1.41607047  1.42227813  1.66852311],[ 1.28961277 -1.27649068  1.87605182],[ 1.24887558 -1.32145804 -1.87247388]
190715,4.690802951580785,4.283256470575482,0.36394057784373324,,6.0,0.0,True,[0.698626   0.77351892 2.39284145],[-1.24821665 -1.35022847  1.85227922],[1.24666331 1.27122147 1.90838324]
190770,3.6342158481682247,2.8527561740646643,2.851027977767112,,1.0,7.0,True,[ 0.03319023 -0.14505471 -2.6057547 ],[ 1.37494281 -1.20941034  1.85982765],[-1.41283216  1.37354763  1.71154089]
190771,3.6576588162085084,4.103617468686262,1.5767237151052305,,7.0,1.0,True,[ 0.59112924 -0.56041225 -2.47963794],[-1.43739126  1.30001541  1.74813223],[ 1.41855325 -1.24371418  1.80360243]
190783,4.587458978281297,0.291231881053389,4.459309140665314,,3.0,6.0,True,[0.91294667 1.46702775 1.95613342],[ 1.34131713 -1.23833032 -1.8653435 ],[-1.26875301 -1.17149543  1.95702945]
190898,4.587037777055609,0.7416542371349827,4.009307985809409,1.0,5.0,,True,[ 1.23905758 -1.20723441  1.95433401],[-1.29620383  1.23529009 -1.89895076],[-0.76783378  0.75999372  2.37590842]
191138,3.770022984792237,0.17044450025277733,5.397532514954985,2.0,,6.0,True,[ 1.3075274   1.24244157 -1.88648113],[1.03392732 2.00041704 1.31963099],[-1.27649255 -1.39384509  1.79996184]
191199,3.752297834682347,0.14843011377613793,5.437272051541516,2.0,,6.0,True,[ 1.17868578  1.2276055  -1.97883414],[2.00767983 1.16808743 1.19033334],[-1.31088051 -1.21279945  1.90336801]
191231,4.5331505156536664,0.3337432875794213,4.471106196766913,0.0,,6.0,True,[1.33591849 1.43507717 1.72278127],[ 0.10519422 -1.01818142 -2.40090416],[-1.3738959  -1.16682121  1.88760121]
191287,4.572912554235837,4.643478117242365,0.12160932852179762,1.0,7.0,,True,[ 1.25930326 -1.28039572  1.89389602],[-1.34909458  1.33556096  1.79117859],[-1.71444035  1.96641377  0.07753169]
191297,3.760544159861782,1.964523373002078,3.612932467136141,4.0,1.0,,True,[-1.16156129 -1.30977229 -1.93581299],[ 1.15911738 -1.34931828  1.90994427],[0.33032801 2.33123788 1.1261942 ]
191381,3.6336581071366107,2.901432475930925,2.8029094169324646,,7.0,1.0,True,[ 0.05479858 -0.05865267 -2.60876541],[-1.2570208   1.46474316  1.75685121],[ 1.21652919 -1.42348253  1.81820082]
191431,3.7924896212344392,0.0348020735381289,5.510708305227433,5.0,,1.0,True,[-1.3974648   1.31380288 -1.77006049],[-0.34503528  2.58475298 -0.11001221],[ 1.1867291  -1.29531339  1.9302687 ]
191528,4.576329323755772,0.13714003737249092,4.624530638871738,7.0,,1.0,True,[-1.22568113  1.29124393  1.90853213],[-1.37577263 -0.31001707 -2.1961874 ],[ 1.4561931  -1.23111021  1.78212494]
191629,4.542853416698797,4.438935966029633,0.35621061727157066,6.0,0.0,,True,[-1.41091875 -1.3066522   1.76467229],[1.14906455 1.27851705 1.96396151],[ 1.76412623  0.87701868 -1.71195703]
191639,4.56367102450102,0.22188373423660343,4.552445241262377,1.0,,7.0,True,[ 1.34692597 -1.24885046  1.85425536],[-0.82933924 -0.54314212 -2.4143929 ],[-1.16549228  1.37029884  1.8910338 ]
191804,3.7749037662619283,5.376038197800195,0.18705803593787707,3.0,7.0,,True,[ 1.15274908 -1.42108004 -1.86112897],[-1.36120889  1.34167141  1.77739364],[ 1.99768939 -0.65931199  1.54487695]
191840,4.569901273261781,0.8760710630524655,3.8920276636857545,7.0,3.0,,True,[-1.16428187  1.38507466  1.88098801],[ 1.33173433 -1.28760812 -1.83865413],[ 0.6297769  -0.88996127  2.37138145]
191855,6.608644279417864,1.0460094213931328,1.6833462991890038,0.0,,6.0,True,[1.39024277 1.17838378 1.86835133],[-1.76790924 -1.42770731  1.2838414 ],[-1.36100058 -1.20940053  1.87006091]
192004,3.790931273874277,2.094952355306396,3.4521163708193274,2.0,7.0,,True,[ 1.29937073  1.40073198 -1.77811294],[-1.36176005  1.19970861  1.87574221],[-0.30081526 -2.40245006  0.97459935]
192031,3.7523807085012333,0.2348834386788735,5.350735852819894,3.0,,7.0,True,[ 1.22706448 -1.17997502 -1.97840131],[ 1.63321766 -1.42265567  1.45627982],[-1.36976329  1.286213    1.81149238]
192205,3.8030933113050094,1.976690443140659,3.5582162455543322,4.0,7.0,,True,[-1.39363136 -1.38832261 -1.71535768],[-1.25829132  1.43439495  1.78081837],[2.37864061 0.36619129 1.00998652]
192364,3.7727386473106295,2.1644360191076535,3.400825333581717,4.0,7.0,,True,[-1.31761034 -1.25308802 -1.87237107],[-1.22529644  1.39121013  1.83719433],[2.36529859 0.2099572  1.08322691]
192776,4.562980774106357,3.0152442252721245,1.7597750006215191,0.0,,1.0,True,[1.28408705 1.31755091 1.85129146],[-2.52679819 -0.6123312   0.22900089],[ 1.23981296 -1.3200696   1.87946271]
192938,3.7710249161427347,0.2387328780639105,5.328242205793355,5.0,,1.0,True,[-1.29900665  1.25916226 -1.88127407],[-1.00284338  1.88758641  1.49780596],[ 1.30509538 -1.45885095  1.72643563]
192951,3.787112889479961,3.642600063758411,1.9082870467616289,3.0,,6.0,True,[ 1.32633068 -1.34931595 -1.797858  ],[-0.48909926  2.35115748  1.02222328],[-1.19271924 -1.34752931  1.89041942]
193067,4.54762815740212,4.538604591156897,0.2517672514409828,1.0,7.0,,True,[ 1.29902814 -1.39193828  1.78525452],[-1.38051934  1.19598476  1.86437303],[-0.85309018  2.11683258 -1.26623734]
193154,3.785355282260418,2.0992042485898788,3.4534404691497036,4.0,1.0,,True,[-1.37257694 -1.28959354 -1.80695353],[ 1.3122259  -1.29998391  1.84396448],[0.41394316 2.36368067 1.02653043]
193189,4.547225950225684,0.39805405601450966,4.392719993759807,0.0,0.0,,True,[1.36654025 1.32805067 1.78352156],[1.20947405 1.41754307 1.82752405],[-1.7544487  -1.77792229  0.75696902]
193217,3.6428311049189963,1.8872871039190877,3.807881791161916,,7.0,1.0,True,[-0.35981097  0.36410217 -2.55930961],[-1.38679202  1.36166404  1.74206169],[ 1.3282386  -1.31474548  1.82190191]
193230,4.5442734389087684,0.19619671097112912,4.597529850120102,6.0,,0.0,True,[-1.30470295 -1.40503834  1.77079572],[-0.61345238  0.57339149 -2.47123418],[1.42384991 1.27842693 1.77492986]
193262,3.7754737146959747,1.9267440710463388,3.635782214257687,2.0,7.0,,True,[ 1.22279357  1.36531226 -1.85817069],[-1.13354882  1.32684746  1.94078409],[-0.42087405 -2.35719786  1.03854865]
193409,3.7609134965547883,3.7012577360956276,1.8758287673495846,2.0,,7.0,True,[ 1.16778368  1.30707952 -1.93388842],[-0.3661012  -2.31050579  1.15742511],[-1.13927568  1.39475783  1.88912718]
193481,3.7537446834883257,3.40409861897532,2.180156697536354,2.0,,1.0,True,[ 1.21489422  1.20423896 -1.97127891],[-2.30082143 -0.1275208   1.22558524],[ 1.28087318 -1.42081552  1.77559769]
193573,3.8027541091054853,5.519240582490147,0.016005308404368535,5.0,1.0,,True,[-1.43074346  1.34782159 -1.71710516],[ 1.23391109 -1.23655721  1.93919821],[1.28923639 0.16262445 2.26352001]
193673,4.550337559066261,4.6103691652320675,0.17729327570167275,6.0,0.0,,True,[-1.31794041 -1.35874786  1.79692441],[1.43382774 1.26227202 1.77845645],[ 1.09859986  2.2338451  -0.7842923 ]
193724,4.555777226445768,0.22747629789816243,4.554746475656071,6.0,,0.0,True,[-1.38105578 -1.26141613  1.82033357],[ 0.89902757 -0.69295502 -2.35024738],[1.1802986  1.41641948 1.84736328]
193778,4.5756329026649905,0.18952040858137462,4.572846688753636,6.0,,0.0,True,[-1.22002699 -1.30096661  1.90554979],[-0.26960385  0.44937881 -2.55684815],[1.27528451 1.20987844 1.92923394]
193850,3.777235278011575,1.9416729232828356,3.6190917987055897,3.0,6.0,,True,[ 1.35021741 -1.25303629 -1.84903029],[-1.36857627 -1.39008513  1.73400182],[-0.37696486  2.29831244  1.17803116]
193977,4.5502401480083146,3.3079521419801976,1.479807710011488,7.0,,6.0,True,[-1.35398501  1.32340262  1.79650496],[ 2.47688025 -0.79103087  0.22679149],[-1.32898047 -1.13794468  1.936748  ]
194084,3.799664681315778,0.11239966339312192,5.4259356552911004,2.0,,6.0,True,[ 1.33107398  1.42721922 -1.73302838],[2.36575097 0.46141191 1.00120996],[-1.45437543 -1.26074464  1.76278617]
194271,5.670625640562044,1.4387229995572213,2.2286513598807356,3.0,,7.0,True,[ 1.29525555 -1.418399   -1.76707593],[-0.84169392  1.30535742  2.0975446 ],[-1.3898206   1.21371177  1.84591506]
194321,3.7948319340662056,0.10224478945956711,5.440923276474228,2.0,,6.0,True,[ 1.37833301  1.34976396 -1.75796341],[1.73102576 1.53762722 1.20472086],[-1.38839744 -1.33802654  1.75901607]
194352,5.635408029245373,1.539844964052415,2.1627470067022125,3.0,7.0,,True,[ 1.20091749 -1.30471384 -1.91510286],[-1.30055546  1.31556657  1.841179  ],[-0.8411332   0.99601596  2.26109424]
194354,3.8009449318045125,5.446902936118951,0.09015213207653705,3.0,7.0,,True,[ 1.3854164  -1.38281125 -1.72642823],[-1.42772051  1.29698673  1.75827744],[ 1.49491271 -0.49678046  2.0809962 ]
194490,3.7741663170643105,3.6827237822319874,1.8811099007037027,4.0,,7.0,True,[-1.32954903 -1.25153246 -1.86495734],[2.32972173 0.4351996  1.09320537],[-1.37648012  1.16381402  1.887575  ]
194548,4.551297660465481,1.725354491372194,3.0613478481623257,7.0,0.0,,True,[-1.45072567  1.20982837  1.80105811],[1.41195893 1.35807859 1.72455633],[ 0.70887506 -2.49469426  0.29342239]
194796,3.790448157296661,2.1887484628845892,3.35880337981875,3.0,0.0,,True,[ 1.29905296 -1.39785167 -1.78061004],[1.25730784 1.16737855 1.96685138],[-2.39495852  0.5425966   0.88422995]
194898,6.609539223142016,1.703226722367895,1.0252340544900898,1.0,,7.0,True,[ 1.19793447 -1.36904454  1.87156887],[-1.32825537  1.74994049  1.40909401],[-1.3296253   1.22056833  1.88531417]
194907,3.776777495819558,0.22661704633304017,5.334605457847402,4.0,,0.0,True,[-1.41988094 -1.16975932 -1.85140521],[-0.27751154 -2.29157507  1.2181014 ],[1.25190457 1.45656372 1.76727391]
195000,4.5371115055415965,4.540138546870314,0.26074994758808945,7.0,1.0,,True,[-1.37789039  1.373423    1.73989291],[ 1.18328273 -1.43439602  1.83151577],[ 1.99922311 -0.92889964 -1.39726605]
195172,4.562445165232305,0.17274357609383734,4.602811258673859,1.0,,7.0,True,[ 1.21723277 -1.3826336   1.84899127],[ 0.76567658  0.47357671 -2.44980907],[-1.36021548  1.28481305  1.81966186]
195195,4.5342629082444335,3.4368374456757294,1.3668996460798373,0.0,,7.0,True,[1.29570216 1.46584259 1.72758833],[-0.761253   -2.49046747  0.17368266],[-1.1527901   1.27928383  1.9612771 ]
195198,4.591473173756871,4.487776212103397,0.2587506141397329,7.0,,0.0,True,[-1.24287426  1.17198619  1.97327442],[ 1.23474504 -1.80755016  1.42136101],[1.29961822 1.45330988 1.7352184 ]
195203,5.649890859194564,1.3743459612398778,2.313763179565559,5.0,,1.0,True,[-1.27837809  1.31913163 -1.85411467],[ 0.95238657 -1.03439358  2.19888375],[ 1.2636425  -1.26412259  1.90192054]
195257,3.772540282599906,5.31045217655866,0.25500754084143473,2.0,6.0,,True,[ 1.36463995  1.20009377 -1.87340138],[-1.36036145 -1.42788887  1.709576  ],[0.95910174 1.90014686 1.51051837]
195293,4.544996017260793,1.6854676948746845,3.1075362878645234,6.0,7.0,,True,[-1.32201148 -1.38478364  1.77391091],[-1.24397516  1.35833081  1.8492061 ],[2.51494319 0.6743506  0.18003332]
195376,4.563051481662105,1.3797178441095517,3.395230674228344,1.0,6.0,,True,[ 1.17675541 -1.41383957  1.85159509],[-1.30096925 -1.38004767  1.79305534],[-0.53487347  2.51879416  0.42624679]
195427,4.575571340660807,4.323444854425783,0.43898380491341005,7.0,,3.0,True,[-1.28935023  1.23270463  1.90528614],[ 1.05748561 -0.9738755   2.17839177],[ 1.34263346 -1.40023732 -1.74607298]
195506,4.573359907630272,0.5319729030028785,4.2326671893668495,1.0,1.0,,True,[ 1.20313943 -1.33058218  1.89581291],[ 1.32393184 -1.18519502  1.91170532],[-1.71998053  1.80326841  0.77588015]
195520,3.7749281439972777,3.1609254701978653,2.4021463858048575,5.0,,0.0,True,[-1.42013079  1.15412238 -1.86100243],[ 0.32596423 -2.36152863  1.06255816],[1.40633921 1.26215438 1.80035451]
195790,4.583543443873295,4.603884812073267,0.15057174405343776,7.0,1.0,,True,[-1.18779095  1.28061773  1.93939962],[ 1.2451823  -1.2739466   1.90753272],[ 1.5667214  -2.06820017 -0.28289949]
195913,3.7898813851045663,1.8245396777745664,3.7235789371208683,3.0,6.0,,True,[ 1.2788114  -1.41270191 -1.78353994],[-1.44670755 -1.29995792  1.74047311],[-0.27745509  2.33519083  1.13225548]
195939,4.6913718901315375,4.248456892242561,0.3981712176259018,,1.0,7.0,True,[-0.64748732  0.80980418  2.39521969],[ 1.22140879 -1.41175024  1.82406738],[-1.34635146  1.30544161  1.81528509]
196064,6.584855143496027,1.4442951316239234,1.3088497248800504,0.0,6.0,,True,[1.40904086 1.28405744 1.78266664],[-1.27311764 -1.31454494  1.86097906],[-1.82310085 -1.49924565  1.11385177]
196150,5.661904782849515,1.425926709338906,2.25016850781158,5.0,,1.0,True,[-1.2092067   1.44802877 -1.80364404],[ 0.91541387 -1.0772256   2.19401515],[ 1.18939708 -1.43941999  1.82359663]
196356,6.6071775760230675,1.3420359381059876,1.3887864858709453,6.0,,0.0,True,[-1.15387614 -1.41760819  1.86307726],[1.18394551 1.93040891 1.29764959],[1.35295684 1.19441047 1.88546849]
196411,4.558943303659282,4.646197173020975,0.13285952331974382,1.0,7.0,,True,[ 1.19308081 -1.4231305   1.83394595],[-1.29992757  1.43828087  1.74746573],[-1.31948155  2.23799337 -0.24990824]
196540,6.585680450712868,1.056837156722555,1.6954823925645777,7.0,1.0,,True,[-1.31032446  1.38080559  1.78564435],[ 1.22592589 -1.38822924  1.83902836],[ 1.61457342 -1.62534115  1.25040747]
196577,3.7906710566884154,5.515166997423032,0.03216194588855359,4.0,,7.0,True,[-1.37234124 -1.32751993 -1.77945789],[1.33536494 1.10032685 1.95401671],[-1.27431214  1.27402602  1.8881436 ]
196592,3.6346713887024786,3.2803589703199827,2.422969640977539,,1.0,7.0,True,[-0.14309519  0.1203063  -2.60329602],[ 1.35438017 -1.28040494  1.82710634],[-1.40063469  1.3424719   1.74587848]
196864,3.7908641849430964,0.05447825917308896,5.492657555883816,4.0,,0.0,True,[-1.35526142 -1.34627176 -1.77845968],[-2.18333993 -1.24454406  0.70444078],[1.343344   1.24238004 1.86118745]
196985,4.562235065286789,1.646021797311772,3.1297431374014404,7.0,0.0,,True,[-1.22862952  1.37373099  1.84808892],[1.23164696 1.2068221  1.95926674],[ 0.59018828 -2.53377783  0.20915954]
197115,6.621631943753139,0.9822830105481025,1.7340850456987593,7.0,1.0,,True,[-1.36887414  1.12740673  1.91500331],[ 1.22904927 -1.39652431  1.83064408],[ 1.74989752 -1.15199826  1.55655346]
197125,4.552508176936165,0.3380669336274918,4.447424889436344,,5.0,0.0,True,[-0.99996285 -1.59673651  1.80626876],[-1.26660835  1.30472234 -1.87229883],[1.36091957 1.25576968 1.83930434]
197151,4.561006426467942,4.530545315561094,0.2464482579709646,6.0,,7.0,True,[-1.27078044 -1.34211165  1.84281127],[1.87410821 1.3241766  1.24353317],[-1.34003646  1.39366244  1.75331324]
197280,4.577869486503508,0.155227479191372,4.60490303430512,0.0,,6.0,True,[1.20656258 1.29946095 1.9151261 ],[ 0.68673912 -0.30166986 -2.49989693],[-1.32910145 -1.24025427  1.87279435]
197282,4.571068127650876,4.24932764472581,0.5176042276233144,1.0,,5.0,True,[ 1.26976075 -1.28173571  1.88599077],[-0.9374808   1.02434008  2.20996768],[-1.36266252  1.15197319 -1.90478572]
197368,4.572482060070363,2.8504418354644208,1.9150761044652165,7.0,,6.0,True,[-1.22987002  1.31135885  1.89205119],[ 2.54853774 -0.4923606   0.27319671],[-1.20885159 -1.42561928  1.82164417]
197483,4.697339689290999,4.30317310765853,0.33748720305047186,,7.0,1.0,True,[ 0.72569392 -0.65448206  2.42014908],[-1.29188924  1.17719848  1.9383823 ],[ 1.28425716 -1.20137439  1.92859615]
197622,5.641927073839608,1.5121304102682664,2.183942515892126,4.0,,0.0,True,[-1.25406594 -1.29470768 -1.88763096],[0.82676468 1.00689097 2.26157705],[1.32769397 1.24313431 1.87188295]
197692,3.76632038387677,3.3350452503040477,2.2366343658191825,2.0,,1.0,True,[ 1.31976913  1.19936654 -1.90573591],[-2.39381645 -0.26462882  1.00584013],[ 1.2104912  -1.23323091  1.95600424]
197694,4.578400509268502,0.1793721497867216,4.580227340944776,1.0,,7.0,True,[ 1.20859125 -1.29421325  1.91739909],[ 0.26945602  0.35142424 -2.57215755],[-1.26167409  1.22441016  1.92901484]
197712,4.54645588797843,0.4459927056447248,4.3455514063768454,,2.0,1.0,True,[-1.74862052  0.76505079  1.78020324],[ 1.37763261  1.26984462 -1.8170644 ],[ 1.34724354 -1.18934635  1.89274671]
197734,3.645289238561417,1.939701383410639,3.7530093780279445,,6.0,0.0,True,[-0.35308052 -0.45267892 -2.54607854],[-1.31287567 -1.36060024  1.79922885],[1.29182266 1.42429122 1.76484807]
197795,4.567077935216956,0.24311876235801522,4.52780330242503,1.0,4.0,,True,[ 1.26523445 -1.31094487  1.86887809],[-1.29530107 -1.22795086 -1.90431925],[-0.97056149  1.60116028  1.81834985]
197898,3.801992200454998,0.06083480610917862,5.475172993435824,5.0,,1.0,True,[-1.37185543  1.40291318 -1.72103088],[-1.0224384   2.27113638  0.78016619],[ 1.25095517 -1.40845974  1.80650279]
198379,5.666475225713266,1.3474834056396658,2.3240413686470687,5.0,1.0,,True,[-1.44103317  1.24546471 -1.78447221],[ 1.1398643  -1.31411628  1.94574093],[ 1.38218839 -0.94412979  2.0025669 ]
198467,4.583947926561027,2.862889265823898,1.8911628076150757,6.0,,1.0,True,[-1.25239531 -1.21475289  1.9411289 ],[0.44872501 2.54745063 0.34819701],[ 1.39772985 -1.24309635  1.82020953]
198483,4.5872855967102435,2.739316809282508,2.0113975940072493,7.0,,6.0,True,[-1.20413367  1.2404037   1.95539274],[ 2.55297886 -0.49613063  0.21966641],[-1.16087586 -1.29424758  1.94663567]
198521,4.569600669737617,0.26579894845815516,4.502600381804228,,5.0,0.0,True,[-1.10064935 -1.43784654  1.879699  ],[-1.35242865  1.21218577 -1.87447123],[1.43740188 1.15398533 1.84778075]
198563,4.586798267459097,3.2410353039914526,1.5101664285494518,6.0,,7.0,True,[-1.27744754 -1.16824869  1.95331072],[2.50335613 0.49998795 0.54343367],[-1.44103867  1.30353113  1.74250226]
198571,3.6530593640242905,4.1130089597120545,1.571931676263656,,7.0,1.0,True,[ 0.54706037 -0.49114888 -2.50431582],[-1.41099604  1.25549015  1.80137022],[ 1.44842139 -1.28211374  1.75224423]
198575,6.615858750626343,1.7059290644738623,1.0162121848997956,0.0,,6.0,True,[1.22573931 1.31201295 1.89427695],[-1.32132379 -1.70466441  1.46980362],[-1.41553682 -1.13899077  1.87378108]
198670,3.781273197829452,3.0641800016550778,2.4925468005154703,3.0,,0.0,True,[ 1.23433534 -1.39520097 -1.82809478],[-2.41615206  0.29737394  0.9412109 ],[1.15861564 1.38872431 1.88179557]
198681,4.53832559419297,4.453562522626011,0.3461118831810195,1.0,7.0,,True,[ 1.34950166 -1.39479369  1.7451349 ],[-1.13553165  1.32113845  1.94351771],[-1.59127238  1.11559317 -1.74224111]
198704,4.575291011109683,0.12181556731388674,4.640893421576431,0.0,,6.0,True,[1.30111002 1.22215834 1.90408553],[ 0.81676564  0.20509576 -2.47041082],[-1.4242081  -1.24671778  1.79706039]
198748,4.566129889432514,0.4130915429219224,4.3587785676455635,6.0,6.0,,True,[-1.41930097 -1.1489857   1.86481007],[-1.42355063 -1.31230817  1.75027166],[1.89090919 1.57999292 0.86033994]
198767,3.7814295438591388,3.4957148775734885,2.0608555785673732,5.0,,6.0,True,[-1.20735022  1.41966064 -1.82728463],[ 2.32573176 -0.56483817  1.04116743],[-1.39358105 -1.18739704  1.86013981]
198858,4.575054041299331,0.9383905492591853,3.824555409441484,7.0,3.0,,True,[-1.23504139  1.29038568  1.90307056],[ 1.32802583 -1.39310937 -1.76286519],[ 0.69297289 -0.72126593  2.41073931]
198921,4.5676567324992225,0.17828635689574232,4.592056910605035,0.0,,6.0,True,[1.20033635 1.36722333 1.87136128],[ 1.2319208  -0.71438817 -2.18726329],[-1.43988132 -1.2228227   1.80098485]
198939,4.5395134344314485,0.3359817635005829,4.462504802067969,,2.0,7.0,True,[ 1.00123219 -1.65717115  1.75026223],[ 1.39748834  1.24378757 -1.81992275],[-1.3932913   1.33012569  1.76113742]
198977,4.542273363207989,4.465849773191192,0.3298768636008189,6.0,0.0,,True,[-1.28948522 -1.42971437  1.76217045],[1.21257554 1.24243058 1.94887835],[ 1.13608839  1.63497191 -1.68768185]
199005,4.559220096547362,1.6484979236219157,3.1302819798307233,0.0,1.0,,True,[1.39918832 1.21928237 1.83513557],[ 1.1946176  -1.39819895  1.85203361],[-2.55553611 -0.45682968  0.26952146]
199020,4.556100362406499,0.33395700450921145,4.447942633084289,,3.0,0.0,True,[-1.67038966 -0.8385837   1.8217233 ],[ 1.17949801 -1.33465098 -1.90777127],[1.36738285 1.21442522 1.86213199]
199025,3.7565077697072224,0.11944931762283179,5.462042912669946,2.0,,6.0,True,[ 1.22623912  1.21619955 -1.95685878],[1.71326346 1.60554682 1.13975775],[-1.27028718 -1.24603199  1.90941739]
199469,3.66145076136903,1.4354924155509268,4.241056823080044,,7.0,1.0,True,[-0.52896831  0.69573973 -2.45931673],[-1.45577483  1.24761739  1.77095186],[ 1.3384448  -1.37229867  1.77128819]
199707,4.554720247769756,3.315344821444982,1.4679349307852627,0.0,,7.0,True,[1.28594249 1.36432004 1.81578709],[-0.57570447 -2.51423194  0.39912669],[-1.39997247  1.37525171  1.72071492]
199876,6.622007226586535,1.830761234641568,0.8852315387718972,0.0,,6.0,True,[1.21005562 1.29439874 1.91635   ],[-1.38972752 -1.52038811  1.60286537],[-1.31101166 -1.35379264  1.80571147]
200116,4.564614634963929,3.2268598115712304,1.5465255534648414,1.0,,0.0,True,[ 1.30665939 -1.28508297  1.85830648],[-2.5121868   0.56383272  0.42791372],[1.38396065 1.3933293  1.71912372]
200170,4.529994986533014,3.760319484561996,1.0476855289049913,0.0,,4.0,True,[1.39323474 1.39636728 1.70913878],[-0.84464703 -0.85922101  2.31525606],[-1.29686905 -1.27577223 -1.87153303]
