,en_a_01,en_a_11,en_a_12,a_01_det,a_11_det,a_12_det,multiple_det,a01_vel,a11_vel,a12_vel
85157,4.408634285663955,1.637364520348655,3.13200119398739,6.0,1.0,,True,[-1.40726036 -1.19839194  1.84270861],[ 1.27305081 -1.448765    1.75855669],[0.74914651 2.46931834 0.39159474]
85189,3.6103349699955594,2.4155451787620636,3.152119851242378,,6.0,0.0,True,[-0.20995764 -0.06394846 -2.60075535],[-1.29465609 -1.45185765  1.74013648],[1.35804162 1.33939407 1.78152926]
85238,4.394948044236716,4.545683779587225,0.23736817617605865,1.0,7.0,,True,[ 1.3041527  -1.40210733  1.77352214],[-1.247028    1.28656136  1.89783588],[-1.43059677  1.77493026 -1.27087192]
85287,3.7265141686212764,2.1996416556874707,3.2518441756912533,4.0,7.0,,True,[-1.33974024 -1.19318496 -1.89565444],[-1.18908985  1.33908866  1.89868557],[2.41216199 0.17596655 0.98112706]
85297,3.64676799144493,4.413385693742362,1.1178463148127085,,1.0,7.0,True,[-0.82804866  0.68958018 -2.37716524],[ 1.43336516 -1.33214345  1.72712424],[-1.35246529  1.40143926  1.73749982]
85335,4.380822788622876,0.3791439565740775,4.418033254803047,6.0,6.0,,True,[-1.39198392 -1.40642654  1.70189458],[-1.33461017 -1.27328055  1.84652981],[1.77707832 1.77349372 0.71331108]
85352,4.402033448840341,3.0262749480611935,1.7496916030984653,0.0,,7.0,True,[1.39482709 1.26204213 1.80936648],[-0.70434294 -2.50275072  0.22856037],[-1.28610078  1.2896828   1.86942853]
85401,6.413477925551761,1.3375884768652686,1.426933597582971,0.0,6.0,,True,[1.40077067 1.35661202 1.73480413],[-1.17693743 -1.44898184  1.82410797],[-1.83019991 -1.47319167  1.13673858]
85470,3.7462081458389447,5.366579013436608,0.06521284072444722,5.0,1.0,,True,[-1.47188369  1.21781796 -1.77836381],[ 1.2609886  -1.30337622  1.87702376],[0.86236811 1.64554967 1.83319053]
85692,4.403008899920405,0.13646149010147005,4.638529609978126,6.0,,0.0,True,[-1.31649627 -1.33688625  1.81429676],[ 0.15760102 -0.99591827 -2.40736551],[1.2556067  1.47332397 1.75067653]
85905,3.7584827067318893,3.571285229474336,1.848232063793775,3.0,,6.0,True,[ 1.34933344 -1.44305279 -1.70557847],[-0.35094226  2.39808405  0.96857237],[-1.43635582 -1.27565077  1.7668325 ]
86367,5.604406538892039,2.1666095681473094,1.4069838929606515,2.0,,6.0,True,[ 1.35689788  1.13982693 -1.91617398],[-1.17249047 -0.77564457  2.19903197],[-1.25314344 -1.31236628  1.8760134 ]
86519,3.731046139170385,3.6031167214411344,1.843837139388481,4.0,,1.0,True,[-1.26746671 -1.30917293 -1.86860761],[0.46205069 2.34222624 1.05479164],[ 1.15707537 -1.41190548  1.86542207]
86533,3.7300621992142413,2.003220696947892,3.444717103837867,4.0,1.0,,True,[-1.27958057 -1.28884051 -1.87447692],[ 1.17018347 -1.35051227  1.90233731],[0.43916063 2.3710384  0.9987066 ]
86547,4.411659769112761,1.5690948610389337,3.197245369848306,1.0,0.0,,True,[ 1.35498992 -1.2345172   1.8579746 ],[1.3165618  1.17812271 1.92114338],[-2.51396756  0.62481171  0.31886898]
86565,4.409147046382272,0.24829512432679082,4.5205578292909365,0.0,5.0,,True,[1.42451683 1.17376836 1.84529662],[-1.18003007  1.39081056 -1.86688913],[-1.13029868 -1.48516797  1.82450021]
86593,3.6139427019107355,2.1467628235301164,3.417294474559149,,0.0,6.0,True,[ 0.31054299  0.25873181 -2.57851137],[1.42451636 1.28549705 1.76927965],[-1.44841637 -1.28494942  1.75017   ]
86828,6.426044875601492,1.7000949882013299,1.0518601361971787,1.0,7.0,,True,[ 1.25569035 -1.42794776  1.78782184],[-1.38987715  1.31997853  1.77143958],[-1.3366796   1.85130949  1.26413639]
87042,3.7345561442715467,3.590635340944783,1.8528085147836708,2.0,,1.0,True,[ 1.3591434   1.24535018 -1.84768292],[-2.36807318 -0.46084784  0.99596621],[ 1.36698443 -1.12650857  1.9168808 ]
87188,3.725266761379335,3.3593380408594418,2.093395197761223,4.0,,7.0,True,[-1.16820314 -1.35114518 -1.90310487],[2.33387894 0.41161125 1.09347395],[-1.39813836  1.28099529  1.79342137]
87323,3.610199369160877,2.586602894380667,2.9811977364584563,,7.0,1.0,True,[-0.20887909 -0.01375921 -2.60159186],[-1.31694837  1.39017783  1.77345781],[ 1.45656058 -1.27976946  1.74720389]
87389,4.4349515985122485,1.7328216815545292,3.010226719933222,6.0,7.0,,True,[-1.20368209 -1.20913116  1.97515854],[-1.38967572  1.34941462  1.7492803 ],[2.51538618 0.44381769 0.5366174 ]
87402,4.408129490602608,1.6642365336396385,3.1056339757577542,1.0,0.0,,True,[ 1.37725656 -1.23655716  1.84016052],[1.24258137 1.42530487 1.79905463],[-2.55045666  0.42984099  0.35001079]
87496,4.384011863188337,1.2863074788920463,3.5076806579196167,0.0,7.0,,True,[1.35400803 1.42370766 1.71808579],[-1.29268833  1.46210036  1.73300878],[-0.73091561 -2.47704672  0.37696406]
87501,4.388997653418541,3.683133613951606,1.1058687326298524,1.0,,5.0,True,[ 1.44347239 -1.29966449  1.74337594],[-0.79178903  0.709259    2.38372016],[-1.43067684  1.29479934 -1.7574864 ]
87519,4.4200864090083485,0.25308453198457126,4.504829059007081,1.0,2.0,,True,[ 1.26484467 -1.26514691  1.90043976],[ 1.35204432  1.37019402 -1.76256759],[-1.57335929  0.92842089  1.86404807]
87743,4.404804428918692,0.12457751019489201,4.648618060886416,6.0,,0.0,True,[-1.40067519 -1.23512499  1.82336921],[-0.10927136 -1.05510782 -2.38472373],[1.38133686 1.37502327 1.73589155]
87796,4.431592221940344,2.8569651418455457,1.8894426362141115,1.0,,0.0,True,[ 1.18128014 -1.25768062  1.95829433],[-2.52347194  0.57484163  0.33726316],[1.29390254 1.21925961 1.91084333]
87802,4.351448371372132,4.484216297174439,0.3423353314534294,,6.0,4.0,True,[1.42865093 1.5367807  1.55221184],[-1.27560808 -1.40440222  1.79236671],[-1.2481111  -1.22586441 -1.93689833]
87825,4.412442857262495,1.6145987045141208,3.150958438223384,7.0,6.0,,True,[-1.3518009   1.23206026  1.86192423],[-1.28133988 -1.1539629   1.95924418],[ 2.51689578 -0.63193198  0.27928053]
87926,4.410046135815169,4.483712334891707,0.28424152929312374,7.0,,0.0,True,[-1.20371678  1.39329853  1.8498338 ],[ 1.11222064 -2.01306967  1.23394317],[1.30428557 1.37245846 1.7964679 ]
87992,4.3908459863548455,2.979387138607901,1.8077668750372542,1.0,,6.0,True,[ 1.4657911  -1.26152435  1.75274435],[-0.69741568  2.50901734  0.17476653],[-1.38908312 -1.25497057  1.81868   ]
88048,3.721138011042079,0.2346846152149731,5.222177373742949,2.0,,6.0,True,[ 1.20125452  1.2855895  -1.92778298],[1.78419718 1.30302399 1.38955709],[-1.39225433 -1.36144029  1.73787462]
88054,4.414077284662391,3.033340096300366,1.7305826190372429,1.0,,0.0,True,[ 1.27648132 -1.29814342  1.87016553],[-2.53243619  0.47449099  0.41680359],[1.31413402 1.44503325 1.73119343]
88280,4.415142438498804,2.9896811235367653,1.7731764379644308,1.0,,0.0,True,[ 1.23330812 -1.33169833  1.87553476],[-2.51764702  0.59514776  0.34547452],[1.32301064 1.32857901 1.81565984]
88296,3.823408543011121,0.07807662388214019,5.27651483310674,,3.0,6.0,True,[ 1.51633775  1.66082792 -1.32456424],[ 1.40262906 -1.21859312 -1.8329655 ],[-1.46138653 -1.26552908  1.75353516]
88299,4.413317843391549,3.2282888112635213,1.5363933453449299,1.0,,0.0,True,[ 1.3604608  -1.21574433  1.86633656],[-2.51889856  0.56643056  0.38263099],[1.34550673 1.23943209 1.86159065]
88457,5.618914290119804,1.3986117281752994,2.160473981704897,4.0,,0.0,True,[-1.23168211 -1.37360545 -1.8461493 ],[0.86766308 1.07891628 2.21250999],[1.28821292 1.34711969 1.82698549]
88466,3.7545571184163387,5.398475164468401,0.02496771711526069,2.0,6.0,,True,[ 1.36821496  1.39686611 -1.72882992],[-1.14927008 -1.30890233  1.94372142],[-1.91903779  0.0341868   1.76867895]
88521,4.393596534026385,4.602707406194575,0.18169605977903913,7.0,1.0,,True,[-1.41667085  1.29768662  1.76667856],[ 1.31817118 -1.35177359  1.80200802],[ 2.13288373 -1.22740273 -0.86970657]
88560,3.7340900348379287,0.12137216828665912,5.322537796875412,4.0,,0.0,True,[-1.25917809 -1.34252251 -1.85046044],[-2.36738338 -0.67541701  0.86683781],[1.41217271 1.22648082 1.82033322]
88820,4.41395182206748,0.7792301309804045,3.9848180469521166,0.0,4.0,,True,[1.40818269 1.15497525 1.86953301],[-1.2977488  -1.20978662 -1.91425296],[-0.90819185 -0.68059648  2.35033529]
88831,4.419885711170881,0.11648325165431737,4.641631037174802,7.0,,1.0,True,[-1.3136037   1.21602373  1.89942928],[-0.09881325  1.44491528 -2.17130279],[ 1.29749573 -1.41551796  1.76774255]
88866,4.405249208422242,0.213517420006022,4.559233371571736,1.0,,7.0,True,[ 1.43657253 -1.18974176  1.82561603],[-0.83176782 -0.81235448 -2.33673757],[-1.23210452  1.34527692  1.86661417]
89069,3.747483695929553,0.08035499665286085,5.350161307417587,4.0,,0.0,True,[-1.324854   -1.3860624  -1.77078878],[-1.30774431 -2.11548517  0.79159797],[1.26907081 1.41928849 1.78526733]
89115,4.388777109573393,3.2968004747434723,1.4924224156831354,6.0,,7.0,True,[-1.45051115 -1.29331165  1.74225784],[2.52044576 0.64166815 0.21843797],[-1.25867896  1.26413603  1.90520009]
89121,3.721207693340081,1.759828733724193,3.6969635729357258,3.0,6.0,,True,[ 1.16417769 -1.31986729 -1.92736624],[-1.20623098 -1.43337894  1.81728689],[-0.33575922  2.31313638  1.16136379]
89128,3.7171777352165223,0.10749815526105903,5.353324109522419,2.0,,6.0,True,[ 1.3035189   1.14221835 -1.95148039],[0.53612021 2.48038798 0.61020539],[-1.16217761 -1.30328259  1.93981898]
89131,3.7375686822788228,0.07337170492496478,5.367059612796213,4.0,,0.0,True,[-1.38053722 -1.24830648 -1.82973985],[-1.88141263 -1.66587322  0.70516164],[1.37203688 1.23648902 1.84410133]
89223,3.7172126707933706,5.24803957104141,0.21274775816521974,3.0,7.0,,True,[ 1.29149176 -1.15615294 -1.95127123],[-1.21707573  1.42671565  1.81529864],[ 0.45815591 -2.08481161  1.50191668]
89354,3.613719684223446,3.3636467106969317,2.2006336050796227,,0.0,6.0,True,[-0.26442702 -0.29388404 -2.57988576],[1.39267115 1.36399322 1.73553726],[-1.38293753 -1.30973456  1.78442685]
89369,3.724467460087214,0.05826756297826914,5.395264976934517,4.0,,0.0,True,[-1.27393317 -1.24466354 -1.90788022],[-2.4030427  -0.97292774  0.30149198],[1.30818362 1.13524453 1.9524281 ]
89821,3.7305454485676894,5.368300480603807,0.0791540708285039,2.0,6.0,,True,[ 1.35353403  1.21539344 -1.87159408],[-1.1479643  -1.32821328  1.93135379],[-0.70278872  1.8182053   1.73560292]
90039,4.401593110937935,0.24837548038563947,4.5280314086764255,7.0,,1.0,True,[-1.24189361  1.41564243  1.8071405 ],[-0.61203781 -0.98968434 -2.3362437 ],[ 1.36777533 -1.16394679  1.89381058]
90068,3.7192686490138596,0.09622421239088012,5.3625071385952605,2.0,,6.0,True,[ 1.31402673  1.15145391 -1.93896561],[1.77316523 1.7251759  0.83171701],[-1.33185581 -1.19003547  1.90317516]
90283,4.397671078292851,4.594145945551475,0.18618297615567414,6.0,0.0,,True,[-1.37678116 -1.31229443  1.78730438],[1.31227323 1.30471674 1.84058502],[ 1.89712068  1.54047349 -0.91650127]
90446,3.72820033358814,1.7757855925524528,3.6740140738594076,5.0,6.0,,True,[-1.3621902   1.18367974 -1.88558747],[-1.37777749 -1.31734215  1.78281767],[ 2.33006278 -0.27652847  1.14299582]
90528,4.447188694414645,0.09497513853132376,4.635836167054031,,4.0,0.0,True,[-1.13417919 -1.17408309  2.03648385],[-1.41719208 -1.23073338 -1.81354954],[1.31371027 1.32610536 1.82420117]
90604,4.424420412947598,0.16889223654042232,4.584687350511979,7.0,,1.0,True,[-1.31470803  1.17838831  1.92224967],[ 0.58612584  0.87626637 -2.38761675],[ 1.17902752 -1.3257932   1.91422739]
90625,4.406859129676984,4.28860568449663,0.48253518582638666,0.0,,4.0,True,[1.18137507 1.4331175  1.83374676],[-0.86795183 -1.16303735  2.1693556 ],[-1.31004277 -1.26087812 -1.87245142]
90684,3.7507532403164414,3.5521518664529457,1.8750948932306133,4.0,,7.0,True,[-1.38516579 -1.35132134 -1.75138413],[2.39004928 0.5095886  0.9165609 ],[-1.33051669  1.20981978  1.89160288]
90747,4.355142356236448,4.476440318130422,0.34641732563313,,0.0,2.0,True,[-1.44289649 -1.50393716  1.57108966],[1.31812946 1.3344806  1.81488189],[ 1.14772139  1.33794814 -1.92476762]
91022,3.7300990289245477,5.396500157450838,0.051400813624614905,3.0,7.0,,True,[ 1.35155807 -1.21348702 -1.87425719],[-1.2834841   1.20496414  1.92687051],[ 0.43560986 -0.93003755  2.3994529 ]
91221,3.7167363929867956,5.197667517772996,0.2635960892402087,2.0,6.0,,True,[ 1.29643028  1.14576275 -1.95412288],[-1.36024369 -1.38805508  1.74216537],[1.10458641 1.80168732 1.53163693]
91246,4.394260685736539,0.2024444074246826,4.58129490683878,0.0,,6.0,True,[1.31394809 1.39735188 1.77004185],[-0.31080722  0.07112676 -2.59045167],[-1.22151163 -1.38348252  1.84553122]
91392,3.723147678956277,3.117659790129406,2.337192530914318,5.0,,6.0,True,[-1.24016753  1.2664595  -1.91576742],[ 2.40324265 -0.20977045  0.99625354],[-1.2103839  -1.35617394  1.87292901]
91528,4.3973854035556705,1.9479534111986878,2.8326611852456427,7.0,0.0,,True,[-1.43056911  1.25549995  1.78585888],[1.36983553 1.16036595 1.8945188 ],[ 0.64646177 -2.5265356   0.10394734]
91589,3.7202273957848675,5.023471377784541,0.4343012264305921,5.0,,7.0,True,[-1.1934689   1.28466153 -1.93322962],[ 1.45676377 -1.49073922  1.57087106],[-1.46143742  1.31008762  1.72045666]
91625,4.425428703545991,3.2629010438571293,1.4896702525968801,1.0,,6.0,True,[ 1.18903295 -1.29758842  1.92732067],[-0.58203989  2.49328817  0.50679743],[-1.18798941 -1.45352201  1.81329946]
91682,3.723103621696557,2.4003942665426545,3.054502111760789,5.0,0.0,,True,[-1.27250749  1.23355211 -1.91603076],[1.41220319 1.17661053 1.85293546],[ 0.15299517 -2.40492997  1.00249903]
91725,3.7428852732415705,2.513278656737786,2.921836070020644,4.0,7.0,,True,[-1.24177198 -1.42720164 -1.79810952],[-1.13539701  1.36953114  1.90980578],[2.45848434 0.34515063 0.80549724]
91765,3.7220216925637946,0.1522293258429047,5.303748981593301,5.0,,1.0,True,[-1.25048059  1.2459522  -1.92249874],[-0.710959    2.30069585  1.00669554],[ 1.16799913 -1.43353449  1.84197093]
91823,3.741394118342466,1.7781483787057764,3.6584575029517583,4.0,1.0,,True,[-1.29721579 -1.3653453  -1.80697631],[ 1.2902697  -1.3886938   1.79411082],[0.41230756 2.34888206 1.06059207]
91936,4.425748292300158,4.555333598699918,0.1969181089999248,1.0,,6.0,True,[ 1.3315579  -1.14816869  1.92892774],[-1.38768207  1.66884052  1.44962402],[-1.30384261 -1.1472382   1.94831695]
91981,3.719159616433726,0.5283700080946274,4.930470375471646,5.0,7.0,,True,[-1.23893253  1.23086477 -1.93961803],[-1.45218207  1.19224587  1.8115786 ],[ 1.55141928 -1.45931972  1.50850395]
92127,4.405844695814459,4.6402489754982685,0.1319063286872737,1.0,7.0,,True,[ 1.26699149 -1.36490569  1.82862381],[-1.23115676  1.47306357  1.76817328],[-2.16134208  1.45790754 -0.12331274]
92250,4.399480321689793,4.634728067474363,0.14379161083584435,0.0,6.0,,True,[1.45697942 1.20915395 1.79645699],[-1.46676437 -1.22939835  1.77462164],[-2.01031992 -1.59954262 -0.46062701]
92311,4.406569364803736,2.9770594858354054,1.7943711493608587,6.0,,1.0,True,[-1.35529168 -1.27201473  1.83228355],[0.54599168 2.53360286 0.30797669],[ 1.42059264 -1.27008134  1.78351057]
92386,4.404114706492838,3.7946094983622474,0.9792757951449143,0.0,,4.0,True,[1.189724  1.443841  1.8198846],[-0.57025203 -0.89147099  2.38583153],[-1.40050375 -1.3070935  -1.77262399]
92429,4.3986306963688815,0.2521364728021303,4.527232830828989,7.0,,1.0,True,[-1.42722529  1.25031708  1.79215936],[ 0.51238118 -0.1755523  -2.55318368],[ 1.28588911 -1.19100134  1.93393511]
92446,4.411490833326946,4.5249716669908855,0.24153749968216953,1.0,,6.0,True,[ 1.33983638 -1.25221192  1.85712245],[-1.33721694  1.83013985  1.2940398 ],[-1.26608734 -1.3287458   1.85568248]
92637,4.39566943102588,3.081740620100635,1.700589948873486,0.0,,7.0,True,[1.38177831 1.32077279 1.77717415],[-0.70376105 -2.50679753  0.18107049],[-1.27414599  1.25111861  1.90351102]
92814,3.740249729473033,5.357310040782033,0.08044022974493448,3.0,7.0,,True,[ 1.34307494 -1.31089236 -1.81378359],[-1.41866104  1.18877228  1.840196  ],[1.5502447  0.08557672 2.0979795 ]
92830,3.8145442497048534,0.10171379796441,5.261741952330737,,4.0,1.0,True,[-1.36796254  1.74552771 -1.37619457],[-1.39676083 -1.38283275 -1.71724569],[ 1.35894385 -1.29395809  1.8141235 ]
92844,4.457884756477913,4.530161618865237,0.18995362465685073,,1.0,6.0,True,[-0.80454519  1.34048866  2.08995148],[ 1.30935715 -1.46192883  1.72059523],[-1.39581342 -1.18879674  1.85757024]
93075,3.730037601752793,3.3781637442904118,2.0697986539567954,4.0,,7.0,True,[-1.28338653 -1.28483662 -1.87462366],[2.37654265 0.34430696 1.02254475],[-1.31328064  1.28493908  1.85373286]
93115,4.427898952167929,0.16424163370066802,4.585859414131404,0.0,,6.0,True,[1.27258692 1.19583992 1.93973953],[-0.43182033  0.57815516 -2.50825992],[-1.16875653 -1.28447872  1.94838974]
93257,4.404691279523684,4.519571964726939,0.2537367557493777,7.0,1.0,,True,[-1.33052828  1.31118398  1.82279759],[ 1.15017032 -1.28307     1.9603417 ],[ 1.92042796 -1.26103854 -1.23848224]
93280,4.429454576778205,3.8486005964083323,0.8999448268134631,1.0,,5.0,True,[ 1.19458487 -1.26178037  1.94755675],[-0.5946909   0.69314694  2.44499285],[-1.42043301  1.36590513 -1.7113659 ]
93381,3.7143149654840752,2.0958883987023396,3.3677966358135856,5.0,0.0,,True,[-1.23141812  1.19172923 -1.96862664],[1.22763281 1.37641823 1.84675135],[ 0.32476328 -2.33736728  1.11505293]
93419,4.404499468417638,4.601159867329919,0.17234066425244343,6.0,0.0,,True,[-1.32263879 -1.32047997  1.82182856],[1.21614695 1.39722495 1.83870852],[ 2.19873303  1.24925486 -0.64578276]
93459,4.408962916807967,1.905679133742827,2.863357949449207,0.0,7.0,,True,[1.33598914 1.27496753 1.84436732],[-1.45073657  1.19034293  1.81398652],[-0.47428449 -2.55317325  0.26164972]
93465,3.6241644599006975,3.8562797734006145,1.697555766698689,,1.0,7.0,True,[-0.44550383  0.53415815 -2.51561154],[ 1.35540911 -1.39719354  1.73862485],[-1.39193538  1.32537668  1.76578384]
93481,3.749642700813605,3.431261027341915,1.9970962718444798,5.0,,0.0,True,[-1.27917118  1.44407454 -1.75797321],[ 0.340421   -2.43280072  0.88186973],[1.30655214 1.21012545 1.90804033]
93575,4.390106681709764,4.61863859872393,0.16925471956630744,7.0,1.0,,True,[-1.35842632  1.38122602  1.7489976 ],[ 1.32961585 -1.37870807  1.7729596 ],[ 1.7997842  -1.69011874 -0.84638966]
93606,3.609162602905792,2.6683351790476153,2.900502218046593,,6.0,0.0,True,[-0.04575098 -0.09166221 -2.60798867],[-1.44791219 -1.24686187  1.77791613],[1.43979045 1.29816797 1.74753065]
93658,4.407304669949302,1.6687824574153676,3.10191287263533,7.0,6.0,,True,[-1.38909725  1.22948203  1.8359964 ],[-1.21418426 -1.30538311  1.90626113],[ 2.54635999 -0.50806202  0.26462007]
93875,3.7564804679460453,5.220562889018058,0.20095664303589622,5.0,,7.0,True,[-1.33889631  1.43870588 -1.71743473],[ 1.42411055 -1.52481274  1.56810562],[-1.18864421  1.24942501  1.95912279]
94146,4.4177492551857975,1.7332468223397106,3.027003922474492,6.0,1.0,,True,[-1.21083374 -1.33375703  1.88866987],[ 1.33886491 -1.2389497   1.86669343],[0.44965941 2.54879225 0.33699333]
94167,5.596777469210466,1.6011688135040598,1.9800537172854742,3.0,,7.0,True,[ 1.14367021 -1.29985803 -1.95307131],[-0.74127713  0.94595722  2.31684552],[-1.25619485  1.33472613  1.85811212]
94281,3.7294940117218784,2.385742762049975,3.0627632262281463,3.0,6.0,,True,[ 1.28126724 -1.28221294 -1.87786694],[-1.40651928 -1.14632083  1.87610023],[-0.1724964   2.42663085  0.94541404]
94314,6.45496061301787,1.046187735522048,1.6768516514600824,0.0,,6.0,True,[1.16738248 1.34291118 1.90942602],[-1.13904877 -1.81299283  1.49255649],[-1.39070259 -1.20275978  1.85240795]
94363,4.398753087649217,0.28700555970107317,4.492241352649711,7.0,,1.0,True,[-1.19992603  1.4690891   1.7927785 ],[-0.25308814 -0.97248329 -2.40880108],[ 1.25134585 -1.20791423  1.946067  ]
94417,3.7368522798556074,2.1384760691718157,3.3026716509725773,4.0,1.0,,True,[-1.33595675 -1.28986178 -1.83400549],[ 1.34857837 -1.27126619  1.83774826],[0.33589604 2.39498321 0.98149338]
94587,4.425198318266482,4.58193168265873,0.17086999907478884,1.0,7.0,,True,[ 1.2791336  -1.21070923  1.92616209],[-1.19739209  1.24266997  1.9580918 ],[-2.12321217  1.44348839 -0.46947986]
94655,3.6359229750405317,4.203178927938124,1.3388980970213442,,6.0,0.0,True,[ 0.77502442  0.490755   -2.44348044],[-1.46108624 -1.27396445  1.74766747],[1.31158471 1.44849247 1.73023556]
94782,3.748205739978371,3.6688407348229553,1.760953525198674,4.0,,7.0,True,[-1.36383305 -1.35334037 -1.76650198],[2.34946507 0.47264549 1.03378921],[-1.4014953   1.29222148  1.78271551]
94927,4.385217510579522,0.25528145956900705,4.537501029851471,7.0,,1.0,True,[-1.30830281  1.45861732  1.72420395],[ 0.58832858 -0.04600277 -2.54241091],[ 1.14661418 -1.42302052  1.8634346 ]
95063,3.7208863670360346,0.11566388787087052,5.341449745093095,2.0,,6.0,True,[ 1.2731457   1.21204285 -1.92928799],[2.24435011 0.98967084 0.89193285],[-1.39286771 -1.15723959  1.8795787 ]
95104,4.404881382580366,4.639517313609582,0.13360130381005142,1.0,7.0,,True,[ 1.39451422 -1.24150594  1.82375796],[-1.44438249  1.24784543  1.78009578],[-1.82566551  1.84961864 -0.24074121]
95117,4.413319863133186,1.8347619859703228,2.9299181508964924,6.0,1.0,,True,[-1.27283599 -1.3071872   1.86634674],[ 1.43474064 -1.20269253  1.81855711],[0.42680175 2.55606298 0.31061598]
95240,4.400884100365254,0.2130563826887587,4.564059516945987,0.0,,6.0,True,[1.43307697 1.22701939 1.80355588],[-0.08875233 -0.3251732  -2.58814324],[-1.38805023 -1.13462892  1.89684837]
95291,6.445982854277733,1.0802861250167088,1.6517310207055587,1.0,,7.0,True,[ 1.20066857 -1.36642972  1.87172776],[-1.44248562  1.73851006  1.30725592],[-1.20533802  1.29339584  1.91999673]
95319,4.396233828509419,4.4768044533848945,0.3049617181056865,7.0,1.0,,True,[-1.34531289  1.35415025  1.78003099],[ 1.17221476 -1.2330617   1.97928558],[ 1.58395291 -1.39073    -1.53917616]
95328,4.39132586241672,1.3325205723717655,3.454153565211514,6.0,7.0,,True,[-1.44031193 -1.28722909  1.75517601],[-1.4126995   1.31395224  1.75781388],[2.50142779 0.63528136 0.38907148]
95397,4.420112356909825,4.531988603360253,0.22589903972992165,6.0,,7.0,True,[-1.24392994 -1.28552342  1.9005704 ],[1.80435799 1.30566365 1.36074783],[-1.23349782  1.22917468  1.94414833]
95600,3.7203524943747084,5.290402042539467,0.1672454630858251,3.0,7.0,,True,[ 1.18835591 -1.29051397 -1.93248129],[-1.42429563  1.15382101  1.85800405],[ 2.10155609 -0.07235058  1.54606837]
95667,4.382162151642119,3.4168330209188174,1.3790048274390632,0.0,,1.0,True,[1.42718465 1.36220475 1.70869605],[-2.49566175 -0.6980992   0.31053166],[ 1.38424814 -1.32943819  1.7687711 ]
95670,4.39404064389409,4.506736856550197,0.2772224995557133,0.0,6.0,,True,[1.3159146  1.39691227 1.7689276 ],[-1.22458345 -1.24540403  1.93944945],[-1.37189217 -1.6763011  -1.45603108]
95849,3.7365173449808604,5.400104999063982,0.04137765595515841,5.0,1.0,,True,[-1.16884009  1.44049179 -1.83600007],[ 1.19231509 -1.25215611  1.95514444],[-1.29030873 -0.89186161  2.08609354]
95966,3.730190032406087,3.6058537937380373,1.8419561738558765,4.0,,1.0,True,[-1.28856758 -1.28097164 -1.87371429],[0.36070846 2.31607643 1.14794573],[ 1.32903465 -1.41762882  1.74243951]
96017,4.420463193351463,4.653505917346962,0.10403088930157622,0.0,6.0,,True,[1.29511056 1.23122046 1.90233667],[-1.45728681 -1.26635475  1.75634871],[-1.35677    -2.08601101  0.7872949 ]
96048,3.609201767495214,2.849317539390888,2.719480693113898,,1.0,7.0,True,[-0.02108958  0.10635259 -2.60774699],[ 1.41732261 -1.34212056  1.73263066],[-1.42646617  1.25126458  1.79210246]
96213,4.426141142970587,2.965668161942837,1.7861906950865762,6.0,,7.0,True,[-1.2421211  -1.2413092   1.93090306],[2.53446742 0.44903717 0.4323662 ],[-1.31046194  1.37541696  1.78969765]
96215,4.43203735625509,0.28101019285097395,4.464952450893937,0.0,3.0,,True,[1.14202315 1.29004134 1.96052964],[ 1.30015446 -1.43975394 -1.74608332],[-1.4639786  -0.92408322  1.95318633]
96431,3.7313306565294573,3.1574426478991438,2.289226695571399,3.0,,6.0,True,[ 1.3029039  -1.27639561 -1.86691073],[-0.3196202   2.42227131  0.9179023 ],[-1.28804382 -1.21519413  1.91738007]
96442,3.758165352245522,5.323932125758325,0.09590252199615357,5.0,1.0,,True,[-1.38291889  1.40862524 -1.70745726],[ 1.40388477 -1.39713933  1.6997674 ],[-0.99893745  0.77281159  2.28407229]
96581,3.718037725932166,0.1643462782790163,5.295615995788818,4.0,,0.0,True,[-1.24436863 -1.21467595 -1.94633221],[-2.01050809 -1.20093716  1.15226175],[1.39685484 1.22935622 1.83018574]
96941,4.3996378844379045,0.24857408369252984,4.5297880318695665,7.0,,1.0,True,[-1.39526186  1.2787583   1.79725389],[ 0.14513536 -0.55383626 -2.54642909],[ 1.34107271 -1.13051479  1.93275976]
96949,4.407846791963647,0.24078123344747865,4.529371974588875,6.0,,0.0,True,[-1.28016474 -1.33878219  1.8387334 ],[-0.22381227  0.80833914 -2.47155738],[1.31447741 1.13432573 1.94873145]
97089,4.426160981531347,2.7493758760958253,2.0024631423728274,0.0,,1.0,True,[1.20856728 1.27384979 1.93100281],[-2.55117977 -0.48178145  0.26733573],[ 1.19253368 -1.32934015  1.90337021]
97184,4.405215558927919,3.3209135264704384,1.4518709146016433,6.0,,7.0,True,[-1.43684867 -1.18966912  1.82544606],[2.5304531  0.51694231 0.37640108],[-1.32421491  1.29044712  1.8420915 ]
97329,3.737151686364269,3.2440387071894774,2.196809606446254,5.0,,0.0,True,[-1.44744063  1.16618    -1.83222265],[ 0.57278929 -2.36998783  0.93121969],[1.19183028 1.35896599 1.88277774]
97690,4.390107159519274,0.2902736469866298,4.497619193494097,1.0,,7.0,True,[ 1.38979959 -1.34965034  1.74900002],[-0.88865968 -0.07649281 -2.45286217],[-1.14732759  1.35285431  1.91455599]
