,en_a_01,en_a_11,en_a_12,a_01_det,a_11_det,a_12_det,multiple_det,a01_vel,a11_vel,a12_vel
82004,3.8324200131672526,4.00275138572918,1.6428286011035675,3.0,,0.0,True,[ 1.39931111 -1.29140745 -1.78501967],[-2.28539241  0.51416922  1.15096113],[1.43008862 1.16985787 1.84346932]
82030,4.687523140547198,2.8569675629051074,1.9335092965476948,0.0,,7.0,True,[1.44227225 1.1727058  1.83213315],[-0.66485057 -2.51766364  0.17732324],[-1.43749785  1.23444837  1.79494767]
82088,3.838560532921978,0.1430187762263264,5.4964206908516955,2.0,,6.0,True,[ 1.3059991   1.4219957  -1.75624445],[2.00672505 0.90252586 1.4037812 ],[-1.41510918 -1.33392973  1.74074625]
82218,3.668971224397888,1.923753337131099,3.885275438471013,,7.0,1.0,True,[-0.42562695  0.1780017  -2.56890192],[-1.3860218   1.39620204  1.71512782],[ 1.38889953 -1.15542944  1.88362441]
82334,4.669580551170031,0.1954296302533144,4.612989818576655,0.0,,6.0,True,[1.4375591  1.27931534 1.76320052],[-0.02162339 -0.07848319 -2.60873012],[-1.44189929 -1.27098453  1.76567969]
82359,4.71496452487008,2.7657328433353574,1.9973026317945624,7.0,,6.0,True,[-1.17894642  1.29227411  1.93706297],[ 2.54950495 -0.50158258  0.24604758],[-1.18873542 -1.39527338  1.85801515]
82365,3.8019122106180125,5.028619459282287,0.6474683300997013,5.0,,7.0,True,[-1.25612229  1.23061836 -1.92868744],[ 1.54345568 -1.48517916  1.49133747],[-1.25754139  1.15693441  1.97286401]
82676,3.6791843233645554,1.684427387725151,4.114388288910294,,0.0,6.0,True,[ 0.50832385  0.45713845 -2.51887501],[1.25022808 1.44842254 1.77513433],[-1.28063822 -1.35904893  1.82347245]
82810,3.817289133313778,3.6512472319976164,2.009463634688606,3.0,,0.0,True,[ 1.23758553 -1.35472307 -1.856127  ],[-2.27533927  0.33777931  1.23322194],[1.36135194 1.411871   1.72204564]
82825,3.662813578218207,3.003498801176718,2.8116876206050754,,7.0,1.0,True,[ 0.23224173 -0.05164992 -2.59913371],[-1.43925025  1.33697569  1.71847453],[ 1.2224605  -1.32287578  1.88883297]
83026,3.837738224992296,1.9751108431606508,3.6651509318470534,5.0,0.0,,True,[-1.39584077  1.32883167 -1.76009515],[1.38202504 1.31791679 1.77910149],[ 0.41379499 -2.32722892  1.10674263]
83063,3.7568505022757996,0.5912519700729525,5.129897527651248,,1.0,7.0,True,[ 1.13535547 -0.96452254 -2.14307355],[ 1.45503336 -1.27297674  1.75342754],[-1.46557931  1.25757832  1.75575455]
83099,3.676896828485046,1.6891677195412258,4.111935451973729,,1.0,7.0,True,[ 0.51706966 -0.37881147 -2.53006736],[ 1.45834052 -1.27046961  1.75249819],[-1.42365233  1.17249951  1.84676987]
83250,4.6850117393509665,4.589837663863053,0.20315059678598146,0.0,6.0,,True,[1.28591209 1.35536822 1.82250023],[-1.26707635 -1.34624563  1.84234639],[-1.65119772 -1.68937931 -1.10979441]
83417,4.712184310330273,0.23852519136249342,4.527290498307234,7.0,,1.0,True,[-1.12909134  1.3512986   1.92645914],[-0.27701471 -0.82421272 -2.46090151],[ 1.21550101 -1.18943065  1.97987677]
83455,4.67439657618303,3.3465021819638907,1.457101241853079,1.0,,0.0,True,[ 1.42713666 -1.26523727  1.78172826],[-2.52348677  0.6218112   0.2397193 ],[1.26816482 1.32381297 1.85778826]
83458,3.820262093126378,2.2476682809374866,3.410069625936136,4.0,1.0,,True,[-1.27124698 -1.3426011  -1.84213284],[ 1.36569186 -1.17729832  1.88704912],[0.23677554 2.37686726 1.05192174]
83535,6.767644722352175,1.0543062233914484,1.6560490542563775,7.0,,1.0,True,[-1.16921986  1.30177144  1.93659909],[ 1.16907577 -1.81415492  1.4677206 ],[ 1.43082189 -1.18407344  1.83379901]
83607,3.692759123767193,1.6082171300705652,4.1770237461622415,,6.0,0.0,True,[-0.64670334 -0.61531386 -2.45260344],[-1.18074231 -1.38337511  1.87195644],[1.34070664 1.43692558 1.7175129 ]
83731,4.713460738029249,0.8417910440410677,3.922748217929684,1.0,5.0,,True,[ 1.20401538 -1.27766122  1.93132824],[-1.365151    1.24599463 -1.8428131 ],[-0.68740204  0.82332792  2.37943472]
83901,3.694959638482451,1.4055431461538517,4.377497215363698,,0.0,6.0,True,[ 0.6375022   0.66550107 -2.44188437],[1.41690602 1.23733698 1.80927458],[-1.38857699 -1.31254918  1.77796755]
83913,4.724321946072095,1.723527201875,3.0301508520529046,0.0,1.0,,True,[1.17484644 1.241072   1.97270782],[ 1.38717189 -1.38384344  1.7241901 ],[-2.51314348 -0.50598178  0.49009419]
83944,3.6616261422023815,3.2987338613393935,2.517639996458225,,1.0,7.0,True,[-0.04296747  0.15616319 -2.60496965],[ 1.20584837 -1.38658357  1.85348745],[-1.32846949  1.39883819  1.75798764]
84005,4.678518733771713,4.550801574334461,0.24867969189382677,0.0,6.0,,True,[1.30932224 1.36620304 1.79757184],[-1.21314401 -1.35474616  1.87217639],[-1.70627744 -1.40010545 -1.39299032]
84089,3.8066809150855567,0.1088499058108185,5.562469179103625,3.0,,7.0,True,[ 1.19160888 -1.3261787  -1.90615276],[ 1.71830826 -1.50607313  1.26145173],[-1.22613504  1.30776947  1.89695332]
84109,4.705640328435731,0.11863085692654968,4.653728814637719,1.0,,7.0,True,[ 1.2271489  -1.30022846  1.90147614],[ 1.31768036 -0.06662522 -2.25197237],[-1.44435613  1.31809769  1.72874343]
84216,3.80280120736316,0.1588027545485984,5.516396038088241,2.0,,6.0,True,[ 1.15933342  1.32830959 -1.92448426],[2.27227345 0.4851308  1.1889161 ],[-1.34810357 -1.18517909  1.89474729]
84268,4.690396618404874,0.9491447769317652,3.838458604663361,0.0,4.0,,True,[1.34342918 1.26889752 1.8431487 ],[-1.24706639 -1.36894227 -1.83927227],[-0.86492785 -0.72193465  2.35431735]
84279,3.830856636906785,5.552356084324316,0.0947872787688997,5.0,1.0,,True,[-1.20669203  1.46405726 -1.79235339],[ 1.23781494 -1.40033834  1.82180315],[-1.48135599  1.02062022  1.89103644]
84357,4.718229538659467,0.8957120336640593,3.8640584276764742,7.0,3.0,,True,[-1.16448741  1.28665744  1.94950807],[ 1.38688044 -1.32376588 -1.77096203],[ 0.61904386 -0.78443071  2.4111311 ]
84441,3.7230787395638103,0.8261079599226068,4.928813300513583,,0.0,6.0,True,[ 0.99028379  0.71844066 -2.30548932],[1.39400934 1.38598405 1.71694093],[-1.43138242 -1.19183247  1.82832703]
84531,3.836499717204131,2.1306385454450743,3.510861737350795,3.0,0.0,,True,[ 1.38463734 -1.33285005 -1.76589642],[1.21531484 1.18960361 1.97988714],[-2.3941806   0.46656782  0.92860848]
84542,4.6673936486444045,0.22013705845958423,4.590469292896011,0.0,,6.0,True,[1.47126801 1.25228337 1.75478113],[-0.66383323  0.55571007 -2.46223714],[-1.33817336 -1.38442548  1.76203239]
84882,4.666934150623718,4.632605021677245,0.1784608276990376,1.0,7.0,,True,[ 1.46134531 -1.26630176  1.75301161],[-1.4464832   1.32089027  1.72482905],[-1.96402241  1.35814533 -1.05364   ]
84902,3.805637173105586,3.509631597002768,2.162731229891646,4.0,,7.0,True,[-1.37093501 -1.13154796 -1.91108252],[2.37319427 0.23744561 1.06003234],[-1.20460457  1.19853832  1.9810436 ]
84926,3.824739635594658,0.4369326476917893,5.216327716713553,4.0,6.0,,True,[-1.25753569 -1.38361155 -1.82107744],[-1.28577832 -1.25039875  1.89614796],[1.44893614 1.54665358 1.5233341 ]
85303,3.8094024840431344,0.26877043728856775,5.399827078668298,4.0,,0.0,True,[-1.34532191 -1.19063244 -1.89330488],[-1.13697519 -1.69571488  1.62601921],[1.38362418 1.37835242 1.7314239 ]
85372,3.961592906210553,5.379903466861204,0.1365036269282438,,1.0,3.0,True,[-1.63889854  1.64663993 -1.1894068 ],[ 1.26763932 -1.27463556  1.89221953],[ 1.34375822 -1.3437742  -1.78904577]
85417,4.65508951862299,4.564150625884413,0.2587598554925963,7.0,1.0,,True,[-1.42494331  1.36624623  1.70733939],[ 1.27931578 -1.42280116  1.77513042],[ 1.87558194 -0.97438411 -1.53129618]
85418,3.6608654437764185,3.0634749820244016,2.7536595741991805,,6.0,0.0,True,[ 0.0753932   0.03242868 -2.60870931],[-1.29223161 -1.35879901  1.81546212],[1.27605933 1.39581063 1.79874547]
85455,4.6857903785448585,1.538208216900448,3.2540014045546934,1.0,6.0,,True,[ 1.32248252 -1.31557433  1.82548738],[-1.2984874  -1.33945972  1.82534329],[-0.69422031  2.49962765  0.28639098]
85469,3.6638053087876346,2.4853951837383015,3.3287995074740646,,7.0,1.0,True,[-0.24456441  0.14865216 -2.59426112],[-1.25358382  1.38252554  1.82462345],[ 1.33977236 -1.3505655   1.78691994]
85484,4.684923828704181,4.600062957347268,0.19301321394855186,1.0,7.0,,True,[ 1.27695949 -1.36425681  1.82216295],[-1.22853747  1.40658017  1.82327395],[-1.85628322  1.52401525 -1.02161154]
85496,3.8431003864236017,2.371966712052975,3.2629329015234236,4.0,1.0,,True,[-1.447783   -1.30606195 -1.73500045],[ 1.31993174 -1.16747919  1.92532401],[0.44584534 2.41283055 0.88970259]
85775,3.6797505510717237,4.23581163787277,1.5624378110555064,,0.0,6.0,True,[-0.48486831 -0.49620062 -2.51610566],[1.29569776 1.29326022 1.86030785],[-1.38929144 -1.36788691  1.73518145]
85782,3.8330777080677527,5.578824613960471,0.06609767797177657,4.0,0.0,,True,[-1.43670649 -1.25406569 -1.78193538],[1.21002604 1.31416687 1.9028669 ],[ 0.40699488 -2.01469294  1.6085607 ]
85832,3.677325494332822,1.610816766154191,4.189857739512988,,0.0,6.0,True,[ 0.44804004  0.46981991 -2.52796942],[1.35339419 1.41303383 1.72735624],[-1.2589085  -1.31629208  1.86939149]
85898,4.010118661049952,5.3353972201148885,0.1324841188351602,,1.0,3.0,True,[-1.6354443   1.78747405 -0.97075149],[ 1.29859672 -1.45861206  1.73153037],[ 1.35252929 -1.22886908 -1.8635035 ]
86036,3.672899382874618,3.9474543494617507,1.8576462676636316,,6.0,0.0,True,[ 0.51770075  0.20833559 -2.54964355],[-1.41486672 -1.17104456  1.85442897],[1.33454304 1.41412136 1.74107888]
86067,4.687355645254678,4.519800209247367,0.27084414549795444,7.0,,0.0,True,[-1.3646101   1.26316292  1.83149085],[ 1.35682712 -1.90508283  1.15835211],[1.29944723 1.44887618 1.73904994]
86180,3.829682297982633,1.6881903583581048,3.9601273436592628,2.0,1.0,,True,[ 1.45099122  1.2142524  -1.79786417],[ 1.34706653 -1.31013919  1.81136608],[-2.30641248 -0.33867793  1.17382227]
86562,3.838577529136198,0.14180967823533996,5.497612792628463,4.0,,0.0,True,[-1.30198046 -1.42577411 -1.75616487],[-1.31158856 -1.69388564  1.49083429],[1.29858498 1.46342666 1.72747198]
86579,3.800891285356146,3.4946964771027047,2.182412237541149,2.0,,7.0,True,[ 1.28769969  1.18972552 -1.93351563],[-0.26790204 -2.28756464  1.22775263],[-1.36036393  1.32466343  1.79074754]
86701,3.663726878077484,3.2262073318698388,2.588065790052678,,6.0,0.0,True,[ 0.13377297  0.24902759 -2.59464642],[-1.26704705 -1.46120158  1.75259286],[1.25549418 1.33513767 1.85829001]
86740,4.641131354982876,0.40857045376171053,4.428298191255415,,5.0,6.0,True,[1.8020136  0.91170673 1.65337166],[-1.25745612  1.22450165 -1.93170904],[-1.46285845 -1.30530019  1.72288611]
86795,4.65255635415687,0.4024696449550396,4.4229740008880905,,2.0,7.0,True,[ 0.88915102 -1.77195116  1.69755693],[ 1.38409644  1.27512461 -1.80843421],[-1.32945408  1.43271085  1.7297374 ]
86848,3.7103565702948673,4.690595520954853,1.0770479087502807,,1.0,7.0,True,[-0.68659534  0.85888216 -2.36706744],[ 1.28425497 -1.38936098  1.79790579],[-1.40572271  1.30529242  1.7698179 ]
86920,3.847323769305443,0.015513507930704041,5.615162722763853,2.0,,6.0,True,[ 1.40311267  1.37886059 -1.71526042],[ 2.32869608  1.14460049 -0.28136151],[-1.28382532 -1.201512    1.92879793]
87165,4.690551292670076,1.4057149551268564,3.3817337522030675,7.0,0.0,,True,[-1.30676563  1.3057875   1.84374146],[1.1571005  1.43466697 1.84795809],[ 0.79298549 -2.4628278   0.34315196]
87198,4.718683882243727,3.106015601589805,1.6533005161664676,7.0,,0.0,True,[-1.18376094  1.26628418  1.9512392 ],[ 0.40881638 -2.5320023   0.48366677],[1.43951185 1.33121312 1.72272379]
87212,6.7425449873322325,1.246880114591973,1.4885748980757956,7.0,,1.0,True,[-1.38491789  1.20411493  1.85585821],[ 1.91943857 -1.21531364  1.28486122],[ 1.19076359 -1.45039764  1.81398146]
87239,3.8574129815240292,5.5971859056037845,0.023401112872186935,,6.0,7.0,True,[ 1.56103956  1.26189809 -1.66819325],[-1.3060235  -1.21401118  1.9059327 ],[-1.34550888  1.35992352  1.77547567]
87381,6.7309876643875235,1.0929132899952698,1.6540990456172078,6.0,0.0,,True,[-1.30738568 -1.3400013   1.81858165],[1.29591209 1.27627115 1.87185571],[1.58393095 1.66568984 1.23642229]
87429,3.8262144160410063,3.8428512386128695,1.808934345346124,5.0,,6.0,True,[-1.28787897  1.36467401 -1.8141479 ],[ 2.26905524 -0.48548086  1.19490445],[-1.43415458 -1.2771339   1.76754905]
87469,4.709840699169138,4.6364108493974925,0.13174845143336888,6.0,0.0,,True,[-1.19436669 -1.30718068  1.91751581],[1.19522439 1.45656272 1.80609073],[ 2.15249808  1.47521212 -0.05100208]
87681,3.815306505946905,3.429465554574994,2.2332279394781014,5.0,,6.0,True,[-1.18709412  1.38670297 -1.86546574],[ 2.31371165 -0.36065354  1.15272175],[-1.31557364 -1.36558779  1.79347037]
87693,3.8266825243251654,5.612381181948735,0.03893629372609997,5.0,1.0,,True,[-1.36891331  1.28647474 -1.81194898],[ 1.19890738 -1.26325528  1.94394115],[0.0220682  1.61865304 2.04733371]
87725,4.7022588383461,2.9420857024521903,1.8336554592017107,6.0,,7.0,True,[-1.22874462 -1.31744181  1.88855335],[2.52905155 0.60053257 0.23528473],[-1.23582583  1.34903907  1.86143174]
87755,3.8380579297047115,3.9574588131817214,1.6824832571135677,2.0,,1.0,True,[ 1.4722018   1.24581505 -1.75859794],[-2.32643331 -0.41759087  1.10698957],[ 1.34443414 -1.24118091  1.86120036]
87807,3.8098108616881996,3.502843426408681,2.16534571190312,3.0,,0.0,True,[ 1.3952365  -1.13494713 -1.89137784],[-2.36357822  0.11378011  1.10120484],[1.1554925  1.36072607 1.90403825]
87815,4.7191872055400745,0.22480432358547345,4.534008470874452,0.0,5.0,,True,[1.22562791 1.2227489  1.95315677],[-1.22386744  1.40735704 -1.82581342],[-0.97788787 -1.56084468  1.84921584]
87881,4.694849901592862,3.90676182514859,0.8763882732585477,6.0,,2.0,True,[-1.36721817 -1.21755598  1.86020749],[0.8677379  0.76034512 2.34115489],[ 1.3323675   1.2127138  -1.88844436]
87893,4.66545448864357,1.252184739864147,3.560360771492284,7.0,0.0,,True,[-1.30461896  1.43421375  1.74731231],[1.15580137 1.39264784 1.88062627],[ 0.80798432 -2.46767781  0.26424906]
88000,4.701161618887356,0.2564014988716633,4.52043688224098,1.0,4.0,,True,[ 1.38266998 -1.16168746  1.88435824],[-1.23194425 -1.39797273 -1.82759011],[-1.11663764  1.51762387  1.80611134]
88196,3.797447623875921,5.340690712858987,0.3398616632650917,3.0,7.0,,True,[ 1.22236096 -1.23132834 -1.94981132],[-1.35327433  1.41971938  1.72195978],[ 1.27859053 -1.51201211  1.70033104]
88458,3.833665874539841,4.005319514632121,1.6390146108280383,4.0,,1.0,True,[-1.26560204 -1.4299925  -1.7791776 ],[0.34238137 2.27889185 1.22536808],[ 1.40036173 -1.3754638   1.72022858]
88499,3.8145356565853548,5.34912549581166,0.31433884760298536,5.0,,7.0,True,[-1.21113608  1.36077994 -1.869098  ],[ 1.35333267 -1.48699502  1.6641624 ],[-1.36368316  1.39377212  1.73489698]
88513,6.716190250095103,1.64033652631331,1.121473223591588,0.0,,6.0,True,[1.23305264 1.46835946 1.77076303],[-1.28733347 -1.90815457  1.23037338],[-1.46060109 -1.28561613  1.73952167]
88645,3.7636398910226827,0.6005226688373516,5.1138374401399656,,1.0,7.0,True,[ 1.05081157 -1.11948544 -2.11060356],[ 1.45467854 -1.22658304  1.7864782 ],[-1.39997069  1.38072096  1.71633088]
88797,3.976289762537859,5.3286799599688255,0.17303027749331612,,6.0,4.0,True,[ 1.74095367  1.58753944 -1.12289752],[-1.34911235 -1.19776448  1.88609547],[-1.21008457 -1.28360233 -1.9235801 ]
88826,3.8153119326909852,2.203331665937967,3.4593564013710476,5.0,6.0,,True,[-1.33705056  1.24279072 -1.86544017],[-1.21258966 -1.27577088  1.92720912],[ 2.37188982 -0.28700735  1.05065003]
88984,4.7162756304736835,1.7910884748270364,2.9706358946992797,6.0,7.0,,True,[-1.20690168 -1.25852518  1.94206145],[-1.3056552   1.45593988  1.72846856],[2.53453468 0.45524015 0.4254296 ]
89043,4.694015655233767,0.9404036107593597,3.8435807340068737,7.0,3.0,,True,[-1.24454117  1.34711541  1.85701302],[ 1.35613933 -1.27070584 -1.83256453],[ 0.70455033 -0.86016464  2.36131862]
89103,4.654211969529297,3.3247480881306717,1.499039942340032,0.0,,7.0,True,[1.42246905 1.37303767 1.7039511 ],[-0.82465302 -2.47411949  0.10382737],[-1.27832238  1.26527497  1.89131466]
89278,3.843141829039766,5.538500260260153,0.09635791070008093,4.0,0.0,,True,[-1.405144   -1.3520785  -1.73480664],[1.4468127  1.24846486 1.77768628],[-1.70624636 -0.55228889  1.89625956]
89378,4.6529720585264265,0.4329108299411687,4.3921171115324045,,2.0,1.0,True,[-1.70835475  1.00322998  1.69916264],[ 1.42314942  1.15575574 -1.85767985],[ 1.31155445 -1.39544304  1.77331995]
89600,4.653498482748827,4.511229637415102,0.31327187983607097,6.0,0.0,,True,[-1.40189462 -1.39739911  1.70119581],[1.17747612 1.4568282  1.81749871],[ 1.84449799  0.76417454 -1.68106051]
89610,3.792168090275456,3.7407385775249966,1.9450933321995474,5.0,,6.0,True,[-1.24920813  1.16260448 -1.97482401],[ 2.24593184 -0.20853534  1.31316533],[-1.37037118 -1.33413208  1.77602771]
89677,3.810560536700862,3.2475889390334984,2.419850524265639,3.0,,6.0,True,[ 1.27731329 -1.27146675 -1.88784084],[-0.27780845  2.38934888  1.01288421],[-1.28103356 -1.17246761  1.94842827]
89780,3.665739340914341,3.5441621544986117,2.2680985045870474,,0.0,6.0,True,[-0.15379595 -0.32779328 -2.58476273],[1.20533538 1.43247196 1.81859581],[-1.31120252 -1.37392988  1.79029736]
89795,4.674050868153278,0.3533262550983461,4.450622876748375,0.0,,6.0,True,[1.43006514 1.26380118 1.78039891],[-1.17042673  0.18908383 -2.32517711],[-1.13574323 -1.34841115  1.9245713 ]
89979,3.8165333340354892,2.1491327782989917,3.5123338876655192,4.0,7.0,,True,[-1.18323608 -1.39771911 -1.85968644],[-1.37015874  1.24671773  1.83860271],[2.30518907 0.48177154 1.12521089]
90007,4.690996772080229,0.21564075697241475,4.5713624709473555,6.0,,0.0,True,[-1.30367321 -1.30646688  1.84544857],[ 0.50229728 -0.11741087 -2.55851756],[1.21152721 1.34895247 1.87739954]
90064,3.822019568513644,5.48795834390137,0.16802208758498516,4.0,0.0,,True,[-1.28167405 -1.34400497 -1.83386539],[1.41546576 1.28211565 1.77897053],[-1.90236198 -0.83936015  1.57752763]
90081,3.7200128105042762,4.893052784474752,0.8649344050209722,,7.0,1.0,True,[ 0.75468225 -0.92667139 -2.32030921],[-1.2650268   1.36647141  1.82881467],[ 1.44372341 -1.32832435  1.7214288 ]
90194,4.700996907012628,3.395172391301929,1.3818307016854439,0.0,,7.0,True,[1.15702943 1.38742575 1.8837284 ],[-0.52953243 -2.51723919  0.44181699],[-1.30405193  1.3866942   1.78567292]
90396,3.8400139300438485,0.015595284092785716,5.622390785863366,3.0,,7.0,True,[ 1.39899025 -1.3395462  -1.74944056],[ 2.3327493  -1.14353766 -0.2504043 ],[-1.27902522  1.16726704  1.95286511]
90434,5.69670454667746,2.2428489543074743,1.5384464990150666,2.0,6.0,,True,[ 1.33451378  1.33256842 -1.80428223],[-1.36876479 -1.27706029  1.81870832],[-0.91531658 -1.02229908  2.2201802 ]
90445,4.667143241882244,0.3326904793747458,4.478166278743011,1.0,,7.0,True,[ 1.25864165 -1.46698592  1.75381684],[ 0.52963605  1.22634333 -2.24224613],[-1.42928459  1.16336095  1.84819828]
90449,3.6867624473213905,4.143123233796772,1.648114318881837,,7.0,1.0,True,[ 0.64401272 -0.48762591 -2.48184782],[-1.44348687  1.27880957  1.75871878],[ 1.32545432 -1.29825541  1.83570251]
90487,3.838862109942245,1.7768378951006845,3.8622999949570707,4.0,7.0,,True,[-1.47139756 -1.25205923 -1.75483244],[-1.29753661  1.27281943  1.8730802 ],[2.34700297 0.38494262 1.0749401 ]
90602,3.847616333324122,3.5551474950532405,2.0752361716226377,2.0,,7.0,True,[ 1.36273037  1.42043443 -1.71389381],[-0.40666566 -2.39619829  0.95129218],[-1.3232767   1.20218195  1.901525  ]
90683,3.8211372790010576,0.1250800844503962,5.531782636548546,3.0,,7.0,True,[ 1.38537671 -1.23066283 -1.83801533],[ 1.66445706 -1.45978926  1.38228   ],[-1.40169898  1.24233725  1.81767382]
90721,4.661671575055125,0.2982265013376789,4.518101923607196,7.0,2.0,,True,[-1.45161624  1.30481617  1.73273341],[ 1.36701568  1.29789257 -1.80522658],[ 1.12328814 -1.65883772  1.67289604]
90826,3.796381356369548,1.8861763327406644,3.795442310889788,3.0,0.0,,True,[ 1.29648438 -1.14444326 -1.95486007],[1.38040515 1.23228155 1.84066939],[-2.26976503  0.27588468  1.25863194]
90998,4.7177983503812575,0.19118969865546093,4.569011950963282,0.0,,6.0,True,[1.16936025 1.28472507 1.94786501],[ 0.20885306 -0.45008321 -2.56240229],[-1.23097041 -1.21340644  1.95562181]
91153,4.670265960036497,4.588475421829594,0.21925861813390846,7.0,,0.0,True,[-1.43966287  1.27329698  1.7658385 ],[ 1.50121802 -1.83476843  1.09181925],[1.28827933 1.18006484 1.93904187]
91192,4.7159400474237385,4.591070206541612,0.17098974603465056,6.0,0.0,,True,[-1.21009649 -1.25743029  1.9407822 ],[1.27247777 1.22763407 1.91984763],[ 1.50574812  2.05492613 -0.56753959]
91346,3.8323677487264587,5.610478884378414,0.035153366895127824,5.0,1.0,,True,[-1.4077419   1.28187065 -1.78526479],[ 1.16927376 -1.26573622  1.96030883],[0.88128521 1.73694937 1.73736676]
91434,6.719214761864812,1.1290039406345946,1.6297812975005943,7.0,1.0,,True,[-1.40529377  1.29108788  1.78054528],[ 1.28287861 -1.35303807  1.82636536],[ 1.78564616 -1.49536145  1.17790573]
91585,4.6889518339746274,4.6095614956656545,0.17948667035971777,1.0,7.0,,True,[ 1.1692967  -1.43806516  1.8376109 ],[-1.37699704  1.33595984  1.76951701],[-0.5388561   2.47466531 -0.63068669]
91653,3.844802910490543,3.541661952188647,2.0915351373208098,4.0,,1.0,True,[-1.46125266 -1.30160392 -1.72704021],[0.48408935 2.35147506 1.02387624],[ 1.35127054 -1.29517851  1.81897789]
91669,4.675828924574901,1.4896993521459079,3.3124717232791907,1.0,6.0,,True,[ 1.46261045 -1.21600227  1.78723506],[-1.26258073 -1.47447405  1.74468225],[-0.89102286  2.43353735  0.30995841]
91689,3.6630265243123294,2.5915271344129627,3.223446341274708,,7.0,1.0,True,[-0.19881242  0.15005251 -2.59808735],[-1.34406076  1.26632633  1.8444561 ],[ 1.4170727  -1.29539459  1.76803785]
91718,3.8397873443427937,0.11091640525717983,5.527296250400026,2.0,4.0,,True,[ 1.29296998  1.44085894 -1.75050112],[-1.14218842 -1.37032187 -1.90518335],[-0.91586938 -1.00681548  2.22701726]
91855,4.68812060959884,1.0469438436519907,3.7429355467491687,7.0,3.0,,True,[-1.37099465  1.25194325  1.8344241 ],[ 1.31078953 -1.40564281 -1.76581401],[ 0.84111825 -0.65771455  2.38160275]
91924,4.692038550824206,4.501864292502778,0.28409715667301594,7.0,1.0,,True,[-1.30313277  1.30135166  1.84944014],[ 1.26128338 -1.16311862  1.96682976],[ 1.3320968  -1.71418109 -1.44886208]
92063,5.666718621988292,1.8872246078241761,1.9240567701875326,4.0,0.0,,True,[-1.27549076 -1.2258937  -1.91896012],[1.21448737 1.37716386 1.85486931],[0.98613497 0.73990676 2.30047295]
92086,3.8256096715666414,1.888607284673747,3.763783043759612,4.0,7.0,,True,[-1.41676552 -1.2261428  -1.81698908],[-1.28174193  1.31908228  1.85182601],[2.33629868 0.3017777  1.12371648]
92112,3.8166256582717,0.4063654315563377,5.255008910171963,5.0,7.0,,True,[-1.20689107  1.3779323  -1.8592516 ],[-1.32895133  1.28883925  1.83980481],[ 1.39809626 -1.53270705  1.58374112]
92199,6.713919582204885,1.6048741015691668,1.1592063162259494,0.0,,6.0,True,[1.38493718 1.33581908 1.76341612],[-1.68820484 -1.64069974  1.12701764],[-1.3466255 -1.2843128  1.830093 ]
92238,5.712371354675032,1.5147704480095796,2.25085819731539,5.0,1.0,,True,[-1.28736381  1.45297161 -1.74461111],[ 1.42813997 -1.27484028  1.7740627 ],[ 0.87928224 -1.26886608  2.10450508]
92367,4.680820421877714,1.368138633200613,3.429040944921673,0.0,7.0,,True,[1.27041008 1.39105432 1.8064125 ],[-1.13016787  1.35298115  1.92464609],[-0.77041521 -2.47985956  0.26240614]
92518,4.6611129357199195,1.5094065562959362,3.307480507984145,1.0,0.0,,True,[ 1.32694104 -1.43402305  1.7305795 ],[1.32354957 1.29358978 1.84036465],[-2.46936152  0.82848501  0.1672312 ]
92560,3.83970265185257,3.97974934628254,1.6585480018648906,5.0,,0.0,True,[-1.3307191   1.4055762  -1.75089755],[ 0.42111364 -2.28275048  1.19323658],[1.37242519 1.39743431 1.7250294 ]
92665,4.656145565163318,3.733373660044291,1.0884807747923912,6.0,,2.0,True,[-1.40883162 -1.37780571  1.71141605],[0.90080847 0.81488895 2.31010825],[ 1.24552022  1.34047361 -1.86115821]
92678,4.685469774898367,3.245056155383207,1.5474740697184255,7.0,,0.0,True,[-1.29024573  1.34887012  1.82425748],[ 0.7365971 -2.4964481  0.1930585],[1.17843999 1.2679952  1.95334773]
92779,4.671421137430574,0.2992255092673676,4.507353353302058,6.0,,0.0,True,[-1.2389637  -1.46395518  1.77028365],[-0.30148879  0.98615177 -2.3976466 ],[1.33899139 1.23627415 1.86837584]
92847,4.697336189140478,3.018929119807678,1.7617346910518443,0.0,,1.0,True,[1.2650096  1.30995439 1.86972464],[-2.52088505 -0.64363952  0.20728417],[ 1.23434929 -1.29644846  1.89939549]
92989,3.804127644597858,0.10817907711597008,5.565693278286172,5.0,,1.0,True,[-1.35225873  1.14190568 -1.91821472],[-1.1843969   1.99708872  1.19203214],[ 1.28308734 -1.22248256  1.91606974]
93009,4.680187277803525,0.24177528280452998,4.556037439391946,7.0,,1.0,True,[-1.22329123  1.43572663  1.80398105],[-0.4265461  -0.79097383 -2.45041197],[ 1.3381066  -1.27294566  1.84422886]
93099,4.66207075677028,3.21842446031078,1.5975047829189397,6.0,,1.0,True,[-1.32881659 -1.42781157  1.73427235],[0.65386084 2.5255185  0.07951277],[ 1.34195831 -1.14553196  1.9232796 ]
93374,3.8438548416087017,0.08370301045881967,5.550442147932479,5.0,,1.0,True,[-1.41624513  1.34475005 -1.73147251],[-1.19620068  1.97717605  1.21325134],[ 1.32547373 -1.36188225  1.78899305]
93581,3.798620161527998,0.32146734394989057,5.357912494522111,3.0,,7.0,True,[ 1.15588115 -1.30226251 -1.94426107],[ 1.96863746 -0.6888104   1.56911019],[-1.4554689   1.26523415  1.75866222]
