,en_a_01,en_a_11,en_a_12,a_01_det,a_11_det,a_12_det,multiple_det,a01_vel,a11_vel,a12_vel
1795,3.695514460653706,1.4742581416784033,4.308227397667891,,6.0,0.0,True,[-0.793578   -0.48241199 -2.43918278],[-1.22271165 -1.41274796  1.82242131],[1.45023979 1.2732154  1.75722141]
1877,4.668852788468648,3.0653063432059193,1.7438408683254325,1.0,,0.0,True,[ 1.2545395  -1.46260916  1.76039913],[-2.46179179  0.86632287  0.03414491],[1.21113516 1.24461988 1.94837701]
1935,3.661784014775522,2.4221628374796356,3.394053147744842,,7.0,1.0,True,[-0.14121674  0.10165315 -2.60419363],[-1.43375345  1.31242193  1.74183803],[ 1.35788347 -1.21429093  1.86915757]
1974,4.693378508425983,1.0243939021650206,3.760227589408996,7.0,3.0,,True,[-1.33277367  1.26347683  1.8545729 ],[ 1.28598127 -1.43238098 -1.76256543],[ 0.81777709 -0.66394491  2.38799451]
2024,3.6943978899155736,4.401881111724535,1.3817209983598921,,7.0,1.0,True,[ 0.55682828 -0.72517224 -2.44462011],[-1.26136891  1.41601685  1.79330553],[ 1.34088564 -1.34164342  1.79279631]
2230,3.818153622875324,3.30586601025375,2.3539803668709265,2.0,,1.0,True,[ 1.30550004  1.29524365 -1.85205657],[-2.37533247 -0.19187602  1.06446196],[ 1.152262   -1.42220774  1.86056911]
2250,4.706947705204182,2.813914334991564,1.957137959804255,6.0,,7.0,True,[-1.18900576 -1.32805774  1.90647003],[2.53605504 0.58324044 0.20088666],[-1.19698516  1.36022059  1.87859694]
2465,4.672820312400865,0.8661444950943024,3.9390351925048335,6.0,2.0,,True,[-1.44937302 -1.2483698   1.77566627],[ 1.19200593  1.221103   -1.97487451],[1.01965242 0.78708204 2.27000238]
2496,3.8118056687903006,3.231565129745273,2.4346292014644266,5.0,,6.0,True,[-1.235761    1.32029989 -1.88196784],[ 2.37308407 -0.25990734  1.05499771],[-1.18776602 -1.35260462  1.88991339]
2573,4.662345747474857,4.4768985309375795,0.33875572158756295,7.0,1.0,,True,[-1.42903479  1.32611497  1.73533243],[ 1.17900784 -1.37606455  1.8784267 ],[ 1.84994304 -0.69165372 -1.70629009]
2624,4.665455376451352,1.5211812678914038,3.2913633556572446,1.0,0.0,,True,[ 1.34113565 -1.40012246  1.74731573],[1.27623416 1.19972733 1.93493687],[-2.46435796  0.85134496  0.11938008]
2637,5.765076127834307,2.3891897489522176,1.3237341232134763,,1.0,1.0,True,[-1.43897499  1.53432423 -1.54508904],[ 1.16365251 -1.43071291  1.84690915],[ 1.43967906 -1.2798785   1.76106083]
2656,3.6891561799510564,1.4885784512835014,4.300265368765443,,6.0,0.0,True,[-0.6365988  -0.55236833 -2.47016825],[-1.29577771 -1.38272148  1.79475386],[1.35200806 1.32514546 1.79670913]
2679,3.665053532628453,3.7139092567810996,2.0990372105904482,,0.0,6.0,True,[-0.17370306 -0.28897916 -2.58813027],[1.23922228 1.30923422 1.88741461],[-1.41884132 -1.35964441  1.71766014]
2700,4.658719584849023,4.533071632005291,0.2862087831456863,7.0,1.0,,True,[-1.33645752  1.43629375  1.72134876],[ 1.36229028 -1.27470794  1.82520817],[ 0.97013394 -1.79616238 -1.62626592]
2718,4.708432288033229,0.20212679278315288,4.567440919183618,0.0,,6.0,True,[1.1630491  1.34281072 1.91213916],[ 0.25130507 -0.52455408 -2.54436412],[-1.23372966 -1.25303035  1.92871099]
2745,3.813944796715657,5.484560113759175,0.1794950895251688,4.0,0.0,,True,[-1.28694378 -1.28527468 -1.87188266],[1.41792698 1.25558791 1.79585135],[-1.8686077  -0.97898756  1.53687626]
2953,4.677057635290308,0.3204927121927063,4.480449652516986,1.0,,7.0,True,[ 1.26744613 -1.41229179  1.79195764],[-0.42852577  0.61865013 -2.49914739],[-1.18034546  1.27748558  1.94599979]
2992,3.6782662393321504,3.844071367972726,1.9556623926951242,,6.0,0.0,True,[ 0.45476024  0.48776658 -2.52336618],[-1.30981481 -1.44709641  1.73274266],[1.21269034 1.35989349 1.86873535]
3049,6.737542147196775,0.9987979067610514,1.7416599460421747,6.0,0.0,,True,[-1.37660086 -1.23792726  1.83972992],[1.24877811 1.45965204 1.76693779],[1.76187776 1.32943811 1.39301151]
3125,4.7709498879597385,4.495399366833097,0.21165074520716498,,0.0,7.0,True,[-0.87547685 -1.19419867  2.14930915],[1.45978584 1.30153124 1.72833496],[-1.42537756  1.23428268  1.80470083]
3183,3.8347620146188155,2.0274483841654045,3.61578960121578,4.0,7.0,,True,[-1.23144727 -1.46574982 -1.7740392 ],[-1.38226912  1.31843776  1.77852579],[2.30324843 0.52221719 1.1110517 ]
3447,3.8101445454886664,3.706921289241357,1.9609341652699768,3.0,,6.0,True,[ 1.26209253 -1.28369213 -1.88980342],[-0.43307908  2.30212521  1.15098307],[-1.16381558 -1.37585178  1.88803209]
3503,3.6617526951162898,2.588760669479267,3.227486635404443,,1.0,7.0,True,[ 0.07657387 -0.15365589 -2.60434758],[ 1.23548119 -1.43486073  1.79634654],[-1.18805897  1.44872735  1.81708694]
3552,4.699072639305028,1.6165487899526279,3.1623785707423444,7.0,6.0,,True,[-1.25594068  1.30918061  1.8763686 ],[-1.34418073 -1.22603554  1.87139387],[ 2.49202377 -0.71929649  0.29074058]
3895,3.696634437348031,1.4167234681614245,4.364642094490544,,0.0,6.0,True,[ 0.77849186  0.53198304 -2.43373057],[1.28238351 1.36437121 1.81826393],[-1.44705616 -1.26690511  1.76439222]
4165,4.645828168770178,0.4760212628630798,4.356150568366742,,4.0,1.0,True,[-0.81643423  1.83069902  1.67154906],[-1.13948602 -1.35155612 -1.92014782],[ 1.21982161 -1.44380664  1.79987712]
4260,4.680939609932825,4.564048148267025,0.23301224180015012,6.0,0.0,,True,[-1.38428743 -1.27713291  1.80687018],[1.31768367 1.26445112 1.86466434],[ 1.76308952  1.41078582 -1.30893038]
4392,3.824066355628258,5.553790378501319,0.10014326587042266,3.0,7.0,,True,[ 1.42518788 -1.20543811 -1.82424189],[-1.23279907  1.32251659  1.88235393],[ 0.03553826 -2.11376251  1.53063552]
4423,4.666426702259959,1.4873945932004475,3.324178704539594,7.0,0.0,,True,[-1.4664594   1.26308961  1.75105724],[1.25353814 1.41022087 1.80333559],[ 0.89897065 -2.43984365  0.22608569]
4503,4.707036950957328,3.2115400613835146,1.5594229876591577,0.0,,7.0,True,[1.18361482 1.33237692 1.90681088],[-0.58222872 -2.52277793  0.32969871],[-1.22083251  1.3055473   1.90189753]
4785,3.661321198806325,2.5335595050282027,3.2831192961654727,,6.0,0.0,True,[-0.1302084  -0.03829887 -2.60646868],[-1.32594252 -1.41368477  1.74799079],[1.30229186 1.28231087 1.86328064]
4848,4.70800638931977,3.205695383130972,1.5642982275492576,0.0,,1.0,True,[1.25413349 1.26063055 1.91051297],[-2.49166972 -0.68296724  0.37045617],[ 1.39118978 -1.20929876  1.84777907]
4871,4.670560116488908,1.5885188636999248,3.2189210198111677,1.0,6.0,,True,[ 1.47371728 -1.23210087  1.76697052],[-1.22115808 -1.35762285  1.86486813],[-0.91733143  2.43786086  0.16564262]
4912,4.671219638785046,4.40765861144668,0.3991217497682751,0.0,,4.0,True,[1.36571398 1.34750343 1.76950835],[-1.22178224 -1.16076243  1.99298237],[-1.20423882 -1.33682125 -1.89071886]
4922,3.706326599744573,4.4735018149134484,1.2981715853419784,,7.0,1.0,True,[ 0.81000101 -0.6782689  -2.38661888],[-1.41949808  1.34069064  1.73195664],[ 1.26642581 -1.34271811  1.84536547]
5055,4.726112348125418,3.108873758618774,1.6430138932558087,0.0,,1.0,True,[1.17483552 1.23018766 1.9795201 ],[-2.49226091 -0.61187163  0.47576113],[ 1.43571884 -1.24475613  1.78924386]
5102,3.7989921057724865,2.179948336080588,3.499059558146926,3.0,0.0,,True,[ 1.16749943 -1.29450207 -1.94250083],[1.32541357 1.4330631  1.73254409],[-2.26267043  0.21771203  1.28258489]
5145,3.660729682751126,2.9931767378113614,2.8240935794375126,,1.0,7.0,True,[ 0.03266305  0.04675273 -2.6093768 ],[ 1.30890488 -1.32293813  1.8299461 ],[-1.38470631  1.30873635  1.78378743]
5150,4.653204022875323,0.4173475406727006,4.407448436451977,,3.0,6.0,True,[0.96876618 1.72725012 1.70005856],[ 1.35285939 -1.37543626 -1.75785283],[-1.41171011 -1.35150309  1.72991733]
5238,4.708201720518257,0.2032730763022325,4.56652520317951,0.0,,6.0,True,[1.31367574 1.19726597 1.91125881],[-0.66129876  0.43423005 -2.48721294],[-1.19437584 -1.30731177  1.91742074]
5259,4.705196741725055,0.4688497374932366,4.303953520781709,1.0,1.0,,True,[ 1.33877532 -1.18769151  1.89978144],[ 1.38282156 -1.22177095  1.8458549 ],[-1.85619348  1.64506889  0.81264635]
5319,4.7014714289029795,4.570943652356075,0.20558491874094642,1.0,7.0,,True,[ 1.17678573 -1.36821177  1.88554287],[-1.42992452  1.19589143  1.82681678],[-0.28225049  2.52848635 -0.58240145]
5445,3.7133339554461555,4.809442031030799,0.9552240135230461,,0.0,6.0,True,[-0.70671654 -0.8819026  -2.35263672],[1.24841958 1.37936023 1.83055017],[-1.40787586 -1.35628243  1.72930146]
5460,4.663628088433161,0.3728122355426024,4.441559676024237,7.0,7.0,,True,[-1.29008246  1.45575757  1.74027502],[-1.15756161  1.39780022  1.87571471],[ 1.65730765 -1.89667569  0.68414375]
5575,4.6907972308447885,4.502758289017317,0.2844444801378945,6.0,0.0,,True,[-1.32734675 -1.28350761  1.84468393],[1.15706478 1.28371421 1.9558576 ],[ 1.85883228  1.14149374 -1.43312058]
5692,4.653794446523772,0.4634851928126335,4.360720360663594,,3.0,0.0,True,[-1.7818781  -0.85968197  1.70233879],[ 1.3899574  -1.21341073 -1.84600997],[1.38763422 1.2836921  1.79964048]
5787,3.794221562208958,3.683516070711685,2.000262367079358,5.0,,0.0,True,[-1.21644558  1.21275601 -1.96509109],[ 0.2383704  -2.24522257  1.30929567],[1.35189473 1.37653508 1.75773485]
5914,4.716367365088609,2.9690203961207096,1.792612238790682,6.0,,1.0,True,[-1.29081896 -1.17171899  1.94241114],[0.65846021 2.50598998 0.31391775],[ 1.24634676 -1.32452569  1.8719913 ]
6078,3.827798976440226,0.1786358764899597,5.471565147069814,5.0,,1.0,True,[-1.21231985  1.44159478 -1.80670559],[-1.80061712  1.13920324  1.50734667],[ 1.33934475 -1.41160306  1.73943452]
6192,4.666373413460748,4.514142225417364,0.2974843611218869,0.0,6.0,,True,[1.4198476  1.31554175 1.750852  ],[-1.27465813 -1.29193057  1.87570308],[-1.68169773 -1.12610452 -1.64799313]
6210,3.7402018952229263,0.798912932851113,4.9388851719259605,,0.0,6.0,True,[ 0.86099016  1.06267731 -2.22295139],[1.33631687 1.33620028 1.80025721],[-1.28671598 -1.4621829   1.73737824]
6213,3.6688684601324395,3.890182948463785,1.918948591403776,,7.0,1.0,True,[ 0.33543763 -0.31262479 -2.56940603],[-1.27323564  1.29631121  1.87364571],[ 1.34903459 -1.41343371  1.7304366 ]
6218,6.750189981574566,0.9471909538658028,1.780619064559632,7.0,,1.0,True,[-1.22061857  1.33640516  1.88048174],[ 1.32256891 -1.74242757  1.42367751],[ 1.41197054 -1.33118845  1.74538721]
6231,3.831642738429779,5.611240292196164,0.03511696937405784,3.0,7.0,,True,[ 1.35701243 -1.33089938 -1.78866545],[-1.14758338  1.30319274  1.94854845],[-0.58710523 -1.67034719  1.91764119]
6232,3.823315074748234,5.375175249240136,0.2795096760116307,2.0,,0.0,True,[ 1.44241672  1.17931235 -1.82777362],[-1.54152815 -1.30289287  1.65476921],[1.42531224 1.35191091 1.71840679]
6285,4.723330199570661,2.943518469631815,1.8111513307975238,1.0,,0.0,True,[ 1.24629176 -1.17565245  1.96893326],[-2.55150395  0.40000762  0.37672472],[1.24011988 1.38862006 1.82919027]
6355,4.6925905235627505,4.608398390964297,0.1770110854729534,7.0,1.0,,True,[-1.16788756  1.42122621  1.85155467],[ 1.36472812 -1.32556948  1.786752  ],[ 0.61781457 -2.46213643 -0.60686846]
6417,3.79569028696981,0.2192077492878796,5.46310196374231,5.0,,1.0,True,[-1.20899543  1.23131843 -1.95813304],[-1.92030425  0.97816292  1.47232092],[ 1.39240555 -1.22228985  1.83829114]
6511,3.804042379436392,5.5410676788245725,0.13288994173903568,5.0,1.0,,True,[-1.36219249  1.12935285 -1.91861767],[ 1.3306228  -1.22106973  1.88428546],[-1.14408723  1.70978127  1.60617945]
6628,4.697683397239809,4.559760931790154,0.22055567097003692,1.0,7.0,,True,[ 1.23919264 -1.33253935  1.87105331],[-1.21350763  1.2868575   1.91924386],[-1.56316911  1.76304607 -1.12261788]
6684,3.661217446125744,3.370852220535204,2.4459303333390525,,0.0,6.0,True,[-0.08201284 -0.09505675 -2.60697873],[1.21587143 1.32971351 1.88828458],[-1.32702675 -1.44471237  1.72159988]
6693,4.665052445703731,3.43809664235512,1.3748509119411487,6.0,,7.0,True,[-1.43385219 -1.30708758  1.74576343],[2.48482252 0.7794446  0.17384815],[-1.28818172  1.17513151  1.94210036]
6716,4.65684786358858,0.37704074376741936,4.444111392644001,,5.0,6.0,True,[1.70898404 0.97634186 1.71412663],[-1.29258084  1.29460041 -1.86154359],[-1.37291469 -1.3765205   1.74137778]
6810,3.826528263714581,0.36040118501018653,5.291070551275233,5.0,7.0,,True,[-1.26251998  1.39009272 -1.81267358],[-1.35546514  1.27882832  1.82740592],[ 1.42742615 -1.51591454  1.57370826]
6979,3.846819345991696,5.6095889006042015,0.021591753404102576,4.0,0.0,,True,[-1.32504026 -1.45126167 -1.71761692],[1.20856893 1.31833178 1.90091096],[-0.497725   -0.45868389  2.52071   ]
7129,4.684121453043623,1.6380992575147,3.1557792894416767,6.0,7.0,,True,[-1.24576188 -1.39682142  1.81908418],[-1.31518404  1.19958775  1.90876404],[2.46528708 0.83750432 0.18178594]
7151,3.6609219396153305,2.5712288259596807,3.2458492344249894,,6.0,0.0,True,[ 0.00663564 -0.09022676 -2.60843154],[-1.29599454 -1.46425847  1.72871203],[1.14643097 1.39906087 1.88160163]
7229,5.725746927305862,1.3099172555067424,2.4423358171873963,,1.0,1.0,True,[-1.4034998   1.40475415 -1.69379872],[ 1.27277608 -1.31581403  1.8603157 ],[ 1.21682842 -1.18723011  1.9803821 ]
7269,3.804798025617302,3.757465324282636,1.9157366501000617,3.0,,0.0,True,[ 1.35057998 -1.14918618 -1.91504696],[-2.29500728  0.21305859  1.22460101],[1.31078356 1.32114125 1.82989952]
7468,4.676068301079584,1.5475855330431112,3.254346165877305,7.0,0.0,,True,[-1.45382278  1.22515317  1.78815521],[1.2200221  1.40624058 1.82924397],[ 0.90136575 -2.43832399  0.23284307]
7483,3.8308111070819506,5.489663537466956,0.15752535545109403,5.0,1.0,7.0,True,[-1.29333638  1.38783447 -1.79256702],[ 1.32091705 -1.42730692  1.74071052],[-1.30578638  1.45949897  1.72536509]
7666,4.661476301279044,0.9463135034083665,3.8702101953125903,7.0,3.0,,True,[-1.45516677  1.30185757  1.73198053],[ 1.22494324 -1.22708418 -1.95086608],[ 0.99129647 -0.82198487  2.2701921 ]
7721,3.665760588333469,3.3417574462699986,2.4704819653965324,,0.0,6.0,True,[-0.31426565 -0.18132293 -2.58465841],[1.37924078 1.36197274 1.7478058 ],[-1.22130519 -1.36316228  1.86072627]
7736,3.764389082185519,5.178570371147744,0.5350405466667372,,1.0,7.0,True,[-1.19178882  0.97580126 -2.10702428],[ 1.45611911 -1.27519227  1.75091457],[-1.36889835  1.37892497  1.74263686]
7919,3.66105534125541,3.0126551725208857,2.804289486223705,,0.0,6.0,True,[-0.0602087  -0.08933601 -2.60777568],[1.25399819 1.4395473  1.77968876],[-1.23095705 -1.38999537  1.83432756]
7964,4.7131529535230525,0.5183561270039461,4.246490919473002,0.0,0.0,,True,[1.16731611 1.31300327 1.93015427],[1.40269683 1.15784091 1.87188301],[-1.71986019 -1.78779583  0.81115164]
7975,3.699277779804266,1.4081498185346046,4.370572401661129,,6.0,0.0,True,[-0.79170773 -0.56981701 -2.42086915],[-1.19839555 -1.4221011   1.83127731],[1.40860309 1.33144198 1.74791292]
7976,4.687070446514082,3.923999893472833,0.8669296600130858,6.0,,2.0,True,[-1.39172364 -1.23484884  1.83039713],[0.94202662 0.75630654 2.31358731],[ 1.23184914  1.26220732 -1.92392318]
7979,4.679930086882656,1.5556391883611613,3.242430724756182,7.0,6.0,,True,[-1.28865678  1.37865114  1.80299327],[-1.36962114 -1.39413025  1.7299245 ],[ 2.49686004 -0.69064292  0.31749379]
8077,3.800194647375221,3.54229966004059,2.1355056925841893,3.0,,6.0,True,[ 1.32860724 -1.13827331 -1.93681096],[-0.38815297  2.26728853  1.23322342],[-1.27243481 -1.40166392  1.79676039]
8091,3.662344828799751,3.148796946988492,2.666858224211757,,0.0,6.0,True,[ 0.15302227 -0.14563096 -2.60143726],[1.15653851 1.38909458 1.88279976],[-1.43602474 -1.33873879  1.71979982]
8102,4.707885113439854,3.1068327298920093,1.6632821566681364,7.0,,0.0,True,[-1.31577708  1.19688768  1.91004988],[ 0.64576113 -2.49671278  0.40189283],[1.33109957 1.39863207 1.75616123]
8306,3.8236627190842376,1.775803722775188,3.8785335581405747,4.0,7.0,,True,[-1.37188369 -1.26303226 -1.82613927],[-1.38820328  1.18190209  1.86764534],[2.30147181 0.45433283 1.14407568]
8491,3.7511790939572704,5.14497182425254,0.5818490817901898,,1.0,7.0,True,[-0.97868701  1.06972716 -2.1702432 ],[ 1.30632167 -1.37699739  1.79150827],[-1.3995339   1.37853757  1.71844087]
8495,4.711740827602492,1.6584262527387343,3.1078329196587733,7.0,0.0,,True,[-1.28314254  1.20868389  1.92476712],[1.15833903 1.36381618 1.90009372],[ 0.73376131 -2.48451107  0.31764621]
8527,3.810914403430115,2.462345613375782,3.204739983194103,3.0,6.0,,True,[ 1.39452806 -1.14444241 -1.88617153],[-1.19211939 -1.26922637  1.94422626],[-0.47575103  2.36053697  1.00679003]
8590,3.809499794415757,0.1388847948923256,5.5296154106919175,5.0,,1.0,True,[-1.3603643   1.17415681 -1.89284567],[-1.26461748  1.84053589  1.35102563],[ 1.32954335 -1.26626082  1.85499273]
8636,6.7363289513845945,1.304620467446581,1.4370505811688257,7.0,,1.0,True,[-1.43577313  1.17491761  1.83581702],[ 1.91182229 -1.33598325  1.17140271],[ 1.28697325 -1.27086289  1.88167674]
8658,3.6756031209361604,2.0016119812004334,3.800784897863407,,0.0,6.0,True,[ 0.32120349  0.52497717 -2.53640046],[1.33600762 1.27406114 1.84498017],[-1.28540186 -1.44083756  1.75608347]
8786,3.688449711306471,1.6882089332272676,4.101341355466262,,6.0,0.0,True,[-0.55458455 -0.62110183 -2.47361446],[-1.25528674 -1.32087385  1.86859505],[1.33129415 1.43645372 1.72521205]
8815,4.699597857276836,1.8916483363200258,2.8867538064031386,0.0,1.0,,True,[1.26968825 1.2929381  1.87837771],[ 1.1469541  -1.37444032  1.89934465],[-2.54848429 -0.53708776  0.1698957 ]
8878,6.759527006448404,0.9135845861780862,1.804888407373511,6.0,,0.0,True,[-1.15346794 -1.35334117  1.91051809],[1.37523375 1.66997861 1.4601382 ],[1.25380684 1.43090931 1.78677558]
9036,3.8476622337609223,3.5784303661376504,2.051907400101428,3.0,,0.0,True,[ 1.36908992 -1.41456554 -1.71367941],[-2.3636992   0.38547754  1.03751296],[1.24668783 1.4280011  1.79406865]
9342,3.8068627541272444,0.24872779976767267,5.422409446105084,5.0,,1.0,True,[-1.31415005  1.20621899 -1.90529405],[-1.06318327  1.7883077   1.57597491],[ 1.32882015 -1.39368823  1.76180877]
9497,4.7232147798682025,4.056278759217336,0.6985064609144613,0.0,,4.0,True,[1.16198726 1.25972906 1.96849392],[-0.74543045 -0.85034545  2.35230654],[-1.22525756 -1.22659871 -1.950974  ]
9499,3.794809984180751,0.11311300932730486,5.570077006491945,2.0,,6.0,True,[ 1.27088495  1.1603094  -1.96230312],[1.35711244 1.86585342 1.22021999],[-1.24238167 -1.22361001  1.9420006 ]
9518,4.674589749808576,0.3684151139662632,4.434995136225162,,2.0,1.0,True,[-1.64803404  0.95858271  1.78247103],[ 1.32521869  1.44821804 -1.7200465 ],[ 1.31001212 -1.40153872  1.76964896]
9655,4.6957629115687585,1.8532568551378237,2.9289802332934176,1.0,6.0,,True,[ 1.37359824 -1.20496442  1.86370293],[-1.23302065 -1.21773876  1.95163326],[-0.75842143  2.49434272  0.12309069]
9794,3.690926143809686,1.3655894570053833,4.421484399184932,,6.0,0.0,True,[-0.53552392 -0.68275073 -2.46153724],[-1.40967574 -1.32005047  1.75567111],[1.27270676 1.35741285 1.83023164]
9798,3.7981758382551654,1.9657460396681554,3.714078122076679,4.0,1.0,,True,[-1.24645856 -1.21248006 -1.94636409],[ 1.32307927 -1.40181428  1.75968121],[0.29793965 2.24596236 1.29575654]
9884,3.819325983293115,5.311704477539678,0.3469695391672074,3.0,,1.0,True,[ 1.31180379 -1.2967529  -1.84653804],[-1.46056912  1.43759066  1.61622119],[ 1.36242199 -1.32245083  1.79081828]
10014,3.708363656987574,1.1887865127982145,4.580849830214211,,7.0,1.0,True,[-0.65689934  0.85540745 -2.37673334],[-1.45634194  1.20223225  1.80161199],[ 1.33293481 -1.38209152  1.76782574]
10090,4.671487496396614,3.282622178907452,1.5238903246959343,0.0,,7.0,True,[1.26228411 1.44358255 1.77053896],[-0.61705609 -2.53125861  0.1551504 ],[-1.3044338   1.18758962  1.92358607]
10161,3.8196591577219814,3.8526289315839803,1.8057119106940385,3.0,,6.0,True,[ 1.26145533 -1.34793027 -1.84497004],[-0.44368293  2.29579518  1.15955593],[-1.1866007  -1.39296774  1.86110711]
10403,4.724733445153299,1.6922561234881466,3.0610104313585556,0.0,7.0,,True,[1.1855484  1.22833959 1.97427375],[-1.32480826  1.3440902   1.80288785],[-0.48786817 -2.52544719  0.44294599]
10508,4.670906177078048,3.717834141910607,1.0892596810113457,6.0,,2.0,True,[-1.35120176 -1.3636206   1.7683022 ],[0.75095277 0.85002889 2.35066391],[ 1.41067858  1.25335436 -1.80310532]
10573,4.720075200138883,1.6398045472300926,3.1181202526310243,6.0,1.0,,True,[-1.26673579 -1.17449312  1.95653938],[ 1.21579452 -1.43231656  1.81174308],[0.67684849 2.48373187 0.43017685]
10614,3.81636764225395,5.274815985345612,0.386816372400439,5.0,,7.0,True,[-1.42524014  1.1486747  -1.86046687],[ 1.54011703 -1.36766698  1.60300548],[-1.21055635  1.44244105  1.80721254]
10671,3.7425186621499806,5.045992088304197,0.6894892495458231,,6.0,0.0,True,[ 0.86311679  1.08397813 -2.21181392],[-1.27695869 -1.41531672  1.78279418],[1.44362178 1.30335441 1.74049517]
10771,4.661020074085069,1.232570405135763,3.5844095207791673,1.0,6.0,,True,[ 1.35946582 -1.40366894  1.73022143],[-1.19810787 -1.4501235   1.80935883],[-0.84766821  2.45100842  0.29345579]
10776,4.671364868184417,3.482916093145475,1.3237190386701077,6.0,,1.0,True,[-1.23564078 -1.46702221  1.77006715],[0.58594982 2.52211122 0.32820387],[ 1.37075916 -1.33519633  1.77492819]
10867,4.698499445226356,4.648802487484374,0.1306980672892708,6.0,0.0,,True,[-1.23184642 -1.33496058  1.87417572],[1.29962241 1.41251612 1.76858129],[ 1.77511463  1.89921472 -0.23248978]
11470,4.723293792917221,2.6726488268769293,2.0820573802058506,6.0,,7.0,True,[-1.175724   -1.24644317  1.96879468],[2.5643628  0.42851339 0.22917176],[-1.1345386   1.39186483  1.89410519]
11472,4.693760422670213,4.337650613625221,0.44658896370456613,0.0,,4.0,True,[1.31599107 1.27882737 1.85603558],[-1.06416208 -1.10055369  2.11386864],[-1.4096503  -1.16276712 -1.86358758]
11523,4.680398459938134,3.136041855271672,1.661559684790194,0.0,,1.0,True,[1.36076555 1.30504508 1.80479208],[-2.53718591 -0.5798406   0.19639895],[ 1.20181613 -1.39372465  1.85074839]
11546,4.719393033782879,3.0021467009611458,1.756460265255975,6.0,,7.0,True,[-1.13755935 -1.30390711  1.95394088],[2.49244853 0.6693954  0.38949986],[-1.3938867   1.26218099  1.8099942 ]
11579,3.7061723476488986,4.51167394007525,1.2601537122758515,,7.0,1.0,True,[ 0.84825051 -0.62693436 -2.38736767],[-1.42134126  1.31085384  1.75315466],[ 1.23469452 -1.40518078  1.82019131]
